,text,rhyme_scheme_siamese,difference_siamese,prob_rhyme
3772,"['der sohn schleicht scheu und denkt der not', 'die nachts von ihm bestanden', 'wie viele jäger ihn bedroht', 'im dunkel ihn nicht fanden', 'der vater nur der konnt nicht mit', 'der rief zu ihm die letzte bitt']","['a', 'b', 'a', 'b', 'a', 'a']","[[array([0.05478096], dtype=float32)], [array([0.0296163], dtype=float32)], [array([0.45467383], dtype=float32)]]",0.3333333333333333
3773,"['der vater scheut die lange haft', 'fällt er in jägerhände', 'erloschen war der füße kraft', 'der augen feuerbrände', 'vom sohn erfleht er schnellen tod', 'der wartet bis zum morgenrot']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.00919241], dtype=float32)], [array([0.06164926], dtype=float32)], [array([0.041107], dtype=float32)]]",0.5
3774,"['der sohn kann fliehen doch er harrt', 'daß sich der vater stärke', 'sein fuß scharrt leis sein auge starrt', 'daß es der vater merke', 'kein jäger weicht von seinem ort', 'sonst trüge er den vater fort']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.02554303], dtype=float32), array([0.32968146], dtype=float32), array([0.31160897], dtype=float32)], [array([0.06669426], dtype=float32)]]",0.5
3775,"['der fuchs wenn ihn das eisen fängt', 'beißt ab die eignen glieder', 'die gleiche not ihn jetzt umdrängt', 'und das gesetz der brüder', 'wer lebend fällt in jägers hand', 'den töte wer ihm noch verwandt']","['a', 'b', 'a', 'b', 'c', 'a']","[[array([0.02039886], dtype=float32)], [array([0.04501724], dtype=float32)], [array([0.07723486], dtype=float32)]]",0.5
3776,"['sein kopf wird heiß kein tau ihm sinkt', 'die nacht ist so verflossen', 'der vater kniet als morgen blinkt', 'der sohn hat abgeschossen', 'und wie der vater niederfällt', 'die jäger fliehn die ihn umstellt']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.3938207], dtype=float32)], [array([0.00240237], dtype=float32)], [array([0.01538402], dtype=float32)]]",0.5
3777,"['sie meinen all ein jäger tat s', 'und scheun des sohnes rache', 'durch zeichen sind sie eines rats', 'sie fliehn als ob ein drache', 'an ihre fersen sei gebannt', 'so sind die jäger fortgerannt']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.05799741], dtype=float32)], [array([0.01147205], dtype=float32)], [array([0.03126287], dtype=float32)]]",0.5
3778,"['des vaters ehr bedenkt der sohn', 'daß ihn nicht fressen raben', 'daß ihn die fremden nicht mit hohn', 'in kirchhofseck begraben', 'er sackt ihn ein und hebt ihn auf', 'und eilt nach haus im schnellen lauf']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.04668564], dtype=float32), array([0.4556027], dtype=float32), array([0.48273182], dtype=float32)], [array([0.00874627], dtype=float32)]]",0.5
3779,"['so tritt er zu der türe ein', 'die mutter fröhlich winket', 'heut muß es reiche beute sein', 'das blut schon fernhin blinket', 'da mutter nehmt sie heut für euch', 'ich brach mir keinen grünen zweig']","['a', 'b', 'a', 'b', 'c', 'a']","[[array([0.15372467], dtype=float32)], [array([0.01283002], dtype=float32)], [array([0.5097186], dtype=float32)]]",0.5
3780,"['spart auf den wein zum totenmahl', 'das ehbett macht zur bahre', 'wascht vatern rein vom blut gen strahl', 'daß keiner es erfahre', 'das beste hemde zieht ihm an', 'und sprecht es starb am schlag der mann']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.14134878], dtype=float32)], [array([0.01310623], dtype=float32)], [array([0.03299385], dtype=float32)]]",0.5
3781,"['ihr sorgt für schmaus und ehrlich grab', 'für gäste will ich sorgen', 'die büchs schoß manchen vogel ab', 'die freunde kugeln borgen', 'so viele jäger uns umstellt', 'so viele sind zum schmaus gesellt']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.5097186], dtype=float32)], [array([0.00318551], dtype=float32)], [array([0.17458051], dtype=float32)]]",0.5
3782,"['ich ruf die freund um hilfe an', 'daß ich bald fertig werde', 'die jäger treff ich mann für mann', 'rings an des försters herde', 'durchs fenster schießen wir hinein', 'solang sich reget ein gebein']","['a', 'b', 'a', 'b', 'c', 'c']","[[array([0.01714957], dtype=float32)], [array([0.01335835], dtype=float32)]]",0.5
3783,"['die eichen klüften auf vom frost', 'die wölfe heulend weichen', 'jetzt sucht nur not im walde trost', 'jetzt förster laß dein schleichen']","['a', 'b', 'a', 'b']","[[array([0.00328028], dtype=float32)], [array([0.03118509], dtype=float32)]]",0.5
3784,"['die diebeswagen krachten fort', 'du hast sie nicht gehöret', 'der wilddieb schoß vor deiner pfort', 'du hast ihn nicht gestöret']","['a', 'b', 'a', 'b']","[[array([0.3734545], dtype=float32)], [array([0.0130899], dtype=float32)]]",0.5
3785,"['was hieltest du so lange rast', 'in deines weibes armen', 'hast große diebe nicht gefaßt', 'mit kleinen hab erbarmen']","['a', 'b', 'a', 'b']","[[array([0.00662768], dtype=float32)], [array([0.05763948], dtype=float32)]]",0.5
3786,"['der oberförster kommt nun bald', 'den soll dein eifer blenden', 'ein weib keucht fernhin durch den wald', 'die willst du tobend pfänden']","['a', 'b', 'a', 'b']","[[array([0.02472425], dtype=float32)], [array([0.08644646], dtype=float32)]]",0.5
3787,"['sieh rings wie mancher baum erstarrt', 'zum himmel hebt die arme', 'dich füllt die erd ist eingescharrt', 'vom leichenschmaus die wärme']","['a', 'b', 'a', 'b']","[[array([0.02108097], dtype=float32)]]",0.5
3788,"['der schnee glänzt wie ein leichentuch', 'im letzten abendschimmern', 'kein vogel wagt sich auf zum flug', 'schneenadeln einzeln flimmern']","['a', 'b', 'c', 'b']","[[array([0.16065192], dtype=float32)], [array([0.00146598], dtype=float32)]]",0.75
3789,"['die glocken schallen kaum noch her', 'die ersten steine zittern', 'zusammenfielen land und meer', 'zu eines kerkers gittern']","['a', 'b', 'a', 'b']","[[array([0.05478096], dtype=float32)], [array([0.01895273], dtype=float32)]]",0.5
3790,"['die alte saß in frostes haft', 'beim kranken enkelkinde', 'schnell sucht sie holz mit letzter kraft', 'daß sie s noch lebend finde']","['a', 'b', 'a', 'b']","[[array([0.13722295], dtype=float32)], [array([0.00993055], dtype=float32)]]",0.5
3791,"['nun trägt sie als er halt ihr schreit', 'ein reisbund auf dem rücken', 'sie steht um diese kleinigkeit', 'und muß sich vor ihm bücken']","['a', 'b', 'a', 'b']","[[array([0.02957278], dtype=float32)], [array([0.01254076], dtype=float32)]]",0.5
3792,"['er stößt sie nieder mit dem bund', 'und droht mit straf und klagen', 'sie tut die grimme not ihm kund', 'er soll die nachbarn fragen']","['a', 'b', 'a', 'b']","[[array([0.04248059], dtype=float32)], [array([0.02383083], dtype=float32)]]",0.5
3793,"['die trocknen zweige brach der wind', 'ich hab sie nicht gebrochen', 'gar krank liegt heim mein enkelkind', 'kann ihm nichts warmes kochen']","['a', 'b', 'a', 'b']","[[array([0.37611675], dtype=float32)], [array([0.01523012], dtype=float32)]]",0.5
3794,"['das mädchen habt ihr wohl gesehn', 'als sie ist eingesegnet', 'sie ist so fromm so wunderschön', 'wie keiner ihr begegnet']","['a', 'b', 'a', 'b']","[[array([0.06010568], dtype=float32)], [array([0.01416314], dtype=float32)]]",0.5
3795,"['der förster lacht so schick sie her', 'die schöne kann ich wärmen', 'ja trüg sie kloben fort so schwer', 'ich wollte drum nicht lärmen']","['a', 'b', 'a', 'b']","[[array([0.08185881], dtype=float32)], [array([0.05606532], dtype=float32)]]",0.5
3796,"['du laß das reisbund und als pfand', 'die dick bepelzte mütze', 'die trägst du nur aus unverstand', 'die treibt zum kopf die hitze']","['a', 'b', 'a', 'b']","[[array([0.08070922], dtype=float32)], [array([0.12228411], dtype=float32)]]",0.5
3797,"['die alte droht werd nimmer warm', 'wenn mir das kind erfrieret', 'werd leichenkalt in weibesarm', 'kein feuer dir gebühret']","['a', 'b', 'a', 'b']","[[array([0.08268082], dtype=float32)], [array([0.07027853], dtype=float32)]]",0.5
3798,"['dein winter sei die ofenglut', 'dein atem kaltes fieber', 'beim weine starre dir das blut', 'als ging der tod vorüber']","['a', 'b', 'a', 'b']","[[array([0.09408671], dtype=float32)], [array([0.04014248], dtype=float32)]]",0.5
3799,"['die augen blitzen ihr beim wort', 'er wagt sie nicht zu schlagen', 'es überrieselt ihn sofort', 'wie fluches strom in sagen']","['a', 'b', 'a', 'b']","[[array([0.00486493], dtype=float32)]]",0.5
3800,"['er kehrt nach hause zum kamin', 'und reiches feuer findet', 'doch mag das feuer knisternd ziehn', 'der fluch die wärme bindet']","['a', 'b', 'c', 'b']","[[array([0.14134878], dtype=float32)], [array([0.00875795], dtype=float32)]]",0.75
3801,"['von ihm die flamm sich wendet ab', 'als ob ein sturm sie treibe', 'sein federbett ist kaltes grab', 'ihm friert der wein im leibe']","['a', 'b', 'a', 'b']","[[array([0.29656357], dtype=float32)], [array([0.18301958], dtype=float32)]]",0.5
3802,"['ein kuß der frau durchschauert ihn', 'er hört ein totenläuten', 'der alten kind ihm da erschien', 'und sprach mußt dich bereiten']","['a', 'b', 'a', 'b']","[[array([0.01889044], dtype=float32)], [array([0.02574885], dtype=float32)]]",0.5
3803,"['des försters herz von eis zersprang', 'sein blut war ihm gefroren', 'indessen rings in feuers drang', 'ihm hab und haus verloren']","['a', 'b', 'a', 'b']","[[array([0.05105388], dtype=float32), array([0.01031822], dtype=float32), 0, array([0.02818638], dtype=float32), array([0.05105388], dtype=float32), array([0.01031822], dtype=float32)], [array([0.02687246], dtype=float32)], [array([0.07419187], dtype=float32)], [array([0.08140212], dtype=float32)], [array([0.03721696], dtype=float32)]]",0.5
3804,"['ein knabe lacht sich an im bronnen', 'hält festtagskuchen in der hand', 'er hatte lange nachgesonnen', 'was drunten für ein neues land', 'gar lange hatte er gesonnen', 'wie drunten sei der quelle lauf', 'so grub er endlich einen bronnen', 'und rufet still in sich glückauf', 'ihm ist sein kopf voll fröhlichkeiten', 'von selber lacht der schöne mund', 'er weiß nicht was es kann bedeuten', 'doch tut sich ihm so vieles kund']","['a', 'b', 'a', 'b', 'a', 'c', 'a', 'c', 'd', 'e', 'd', 'e']","[[array([0.02808034], dtype=float32)], [array([0.14736831], dtype=float32)], [array([0.03941524], dtype=float32)], [array([0.08995605], dtype=float32)], [array([0.00748062], dtype=float32)], [array([0.02376491], dtype=float32)]]",0.4166666666666667
3805,"['er höret fern den tanz erschallen', 'er ist zum tanzen noch zu jung', 'der wasserbilder spiegelnd wallen', 'umzieht ihn mit verwandelung', 'es wandelte wie wetterleuchten', 'der hellen wolken wunderschar', 'doch anders will es ihm noch deuchten', 'als eine frau sich stellet dar', 'da weichen alle bunte wellen', 'sie schauet küßt sein spiegelnd bild', 'er sieht sie wo er sich mag stellen', 'auch ist sie gar kein spiegelbild']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.03285986], dtype=float32)], [array([0.21881205], dtype=float32)], [array([0.01825887], dtype=float32)], [array([0.13326812], dtype=float32)], [array([0.00899965], dtype=float32)], [array([0.50082636], dtype=float32)]]",0.5
3806,"['ich hab nicht fest nicht festeskuchen', 'bin in den tiefen lang verbannt', 'so spricht sie möchte ihn versuchen', 'er reicht ein stück ihr mit der hand', 'er kann es gar kein wunder nennen', 'viel wunderbarer ist ihm heut', 'in seinem kopf viel lichter brennen', 'und ihn umfängt ganz neue freud', 'von seiner schule dumpfem zimmer', 'von seiner eltern scheltwort frei', 'umfließet ihn ein sel ger schimmer', 'und alles ist ihm einerlei']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.02251762], dtype=float32)], [array([0.02045244], dtype=float32)], [array([0.07935393], dtype=float32)], [array([0.03454542], dtype=float32)], [array([0.02898222], dtype=float32)], [array([0.05923474], dtype=float32)]]",0.5
3807,"['sie faßt die hand dem knaben schaudert', 'sie ziehet stark der knabe lacht', 'kein augenblick sein mut verzaudert', 'er zieht mit seiner ganzen macht', 'und hat sie kräftig überrungen', 'die königin der dunklen welt', 'sie fürchtet harte mißhandlungen', 'und bietet ihm ihr blankes geld', 'mag nicht rubin nicht goldgeflimmer', 'der starke knabe schmeichelnd spricht', 'ich mag den dunklen feuerschimmer', 'von deinem wilden angesicht']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.00851893], dtype=float32)], [array([0.01800978], dtype=float32)], [array([0.03959405], dtype=float32)], [array([0.20799047], dtype=float32)], [array([0.05083209], dtype=float32)]]",0.5
3808,"['so komm zur kühlung mit hinunter', 'die königin ihm schmeichelnd sagt', 'da unten blüht die hoffnung bunter', 'wo bleichend sich das grün versagt', 'dort zeige ich dir große schätze', 'die reich den lieben eltern hin', 'die streichen da nach dem gesetze', 'wie ich dir streiche übers kinn', 'so rührt sie seiner sehnsucht saiten', 'die sehnsucht nach der unterwelt', 'gar schöne melodien leiten', 'ihn in ihr starres lagerzelt']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'e', 'f', 'g', 'f', 'g']","[[array([0.30331343], dtype=float32), array([0.00987202], dtype=float32), array([0.63091946], dtype=float32), array([0.32534295], dtype=float32), array([0.3153206], dtype=float32), array([0.65037835], dtype=float32)], [array([0.08904541], dtype=float32)], [array([0.006486], dtype=float32)], [array([0.023655], dtype=float32), array([0.5290266], dtype=float32), array([0.6031313], dtype=float32)]]",0.5833333333333334
3809,"['gar freudig klettert er hinunter', 'sie zeigt ihm ihrer adern gold', 'in flammen spielt kristall da munter', 'der knabe spielt in minnesold', 'er ist sogar ein wackrer hauer', 'mit wilder kühnheit angetan', 'hat um sein leben keine trauer', 'macht in den tiefen neue bahn', 'und bringet dann die goldnen stufen', 'von seiner kön gin kammertür', 'als ihn die eltern lange rufen', 'zu seinen eltern kühn herfür']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'e', 'e', 'a', 'e', 'a']","[[array([0.01852101], dtype=float32)], [array([0.21224535], dtype=float32)], [array([0.03573596], dtype=float32)], [array([0.3002332], dtype=float32)], [array([0.26590472], dtype=float32)], [array([0.08729297], dtype=float32)]]",0.4166666666666667
3810,"['die eltern freuen sich der gaben', 'und sie erzwingen von ihm mehr', 'viel schlösser sie erbauet haben', 'und sie besolden bald ein heer', 'er muß in strenger arbeit geben', 'worin sie prunken ohne not', 'einst hört er oben festlich leben', 'den trocknen kuchen man ihm bot', 'da kann die kön gin ihn nicht halten', 'mit irdisch kaltem todesarm', 'denn in dem knaben aufwärts wallten', 'so licht als liebe herzlich warm']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.00564146], dtype=float32)], [array([0.5097186], dtype=float32)], [array([0.01223958], dtype=float32)], [array([0.01798773], dtype=float32)], [array([0.02759117], dtype=float32)], [array([0.03873187], dtype=float32)]]",0.5
3811,"['er tritt zum schloß zum frohen feste', 'die eltern staunen ihn da an', 'es blickt zu ihm der jungfraun beste', 'es faßt ihr blick den schönen mann', 'im bergkleid tritt er mit zum tanze', 'und hat die jungfrau sich erwählt', 'und sie beschenkt ihn mit dem kranze', 'er hat die küsse nicht gezählt', 'da sind die brüder zugetreten', 'und seine eltern allzugleich', 'die alle haben ihn gebeten', 'daß er doch von dem feste weich']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.10187435], dtype=float32)], [array([0.02633768], dtype=float32)], [array([0.02367014], dtype=float32)], [array([0.04898888], dtype=float32)], [array([0.02317232], dtype=float32)], [array([0.08929318], dtype=float32)]]",0.5
3812,"['da hat er trotzig ausgerufen', 'ich will auch einmal lustig sein', 'und morgen bring ich wieder stufen', 'und heute geh ich auf das frein', 'da hat er einen ring genommen', 'vom gold wie es noch keiner fand', 'den hat die jungfrau angenommen', 'als er ihn steckt an ihre hand', 'dann sitzt er froh mit ihr zum weine', 'hat manches glas hineingestürzt', 'spät schwankt er fort und ganz alleine', 'manch liebreich bild die zeit verkürzt']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.25012177], dtype=float32), array([0.31578737], dtype=float32), array([0.02404392], dtype=float32)], [array([0.18259686], dtype=float32)], [array([0.27893102], dtype=float32), array([0.22220576], dtype=float32), array([0.023655], dtype=float32)], [array([0.14989245], dtype=float32)], [array([0.08904541], dtype=float32)]]",0.5
3813,"['die lieb ist aus das haus geschlossen', 'im schacht der reichen königin', 'er hat die türe eingestoßen', 'und steigt so nach gewohnheit hin', 'die eifersüchtige hört ihn rufen', 'sie leuchtet nicht er stürzt herab', 'er fand zur kammer nicht die stufen', 'so findet er nun dort sein grab', 'nun seufzt sie wie er schön gewesen', 'und legt ihn in ein grab von gold', 'das ihn bewahrt vor dem verwesen', 'das ist ihr letzter minnesold']","['a', 'b', 'c', 'b', 'c', 'd', 'c', 'd', 'a', 'e', 'a', 'e']","[[array([0.03916389], dtype=float32)], [array([0.14674127], dtype=float32)], [array([0.01971596], dtype=float32)], [array([0.12023836], dtype=float32)], [array([0.08498514], dtype=float32)], [array([0.03126287], dtype=float32)]]",0.4166666666666667
3814,"['die eltern haben ihn vergessen', 'da er nicht kommt zum licht zurück', 'und andre kinder unterdessen', 'erwühlen neu der erde glück', 'und bringen andre schöne gaben', 'an silber kupfer eisen blei', 'doch mit dem gold was er gegraben', 'damit scheint es nun ganz vorbei', 'die jungfrau lebet nur in tränen', 'die liebe nimmt der hoffnung lauf', 'und meint in ihrer hoffnung wähnen', 'ihr steh das glück noch einmal auf']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.27047032], dtype=float32)], [array([0.03912818], dtype=float32)], [array([0.00306517], dtype=float32)], [array([0.048491], dtype=float32)], [array([0.01445514], dtype=float32)], [array([0.0202722], dtype=float32)]]",0.5
3815,"['glückauf nach fünfzig sauren jahren', 'ein kühner durchschlag wird gemacht', 'die kön gin kämpfet mit den scharen', 'und hat gar viele umgebracht', 'sie hat gestellt viel böse wetter', 'die um des lieblings grabmal stehn', 'doch klugheit wird der kühnen retter', 'sie lassen die maschinen gehn', 'da haben sie den knaben funden', 'in kalten händen kaltes gold', 'so hat er sterbend noch umwunden', 'die königin die ihm einst hold']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.02531451], dtype=float32)], [array([0.2947169], dtype=float32)], [array([0.02571803], dtype=float32)], [array([0.14674127], dtype=float32)], [array([0.12581843], dtype=float32)], [array([0.0451178], dtype=float32)]]",0.5
3816,"['zur luft ihn tragend alle fragen', 'weiß keiner wer der knabe war', 'ein schöner bursche zum beklagen', 'gar viele rafft hinweg das jahr', 'doch keiner je so wohl erhalten', 'kam aus der erde schoß zurück', 'denn selbst die flücht gen farben walten', 'noch auf der wangen frohem glück', 'es sind noch weich die starken sehnen', 'es zeigt die tracht auf alte zeit', 'er kostete wohl viele tränen', 'jetzt kennt ihn keiner weit und breit']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.11232311], dtype=float32)], [array([0.4435163], dtype=float32), array([0.2839076], dtype=float32), array([0.48069966], dtype=float32), array([0.70217335], dtype=float32), array([0.5023712], dtype=float32), array([0.31800735], dtype=float32)], [array([0.01732802], dtype=float32), array([0.03393298], dtype=float32), array([0.01366836], dtype=float32), array([0.06110418], dtype=float32), array([0.04168785], dtype=float32), array([0.04789472], dtype=float32)], [array([0.07476366], dtype=float32)]]",0.5
3817,"['die jungfrau war tief alt geworden', 'seit jenem fest wo sie ihn sah', 'spät trat sie in den nonnenorden', 'und geht vorbei und ist ihm nah', 'sie kommt gar mühsam hergegangen', 'gestützt auf einem krückenstab', 'ein traum hielt sie die nacht umfangen', 'daß sie den bräut gam wieder hab', 'sie sieht ihn da mit frischen wangen', 'als schliefe er nach schöner lust', 'gern weckte sie ihn mit verlangen', 'hier stürzt sie auf die stille brust']","['a', 'b', 'a', 'b', 'c', 'b', 'c', 'b', 'c', 'd', 'c', 'd']","[[array([0.25201273], dtype=float32)], [array([0.07860297], dtype=float32)], [array([0.13088542], dtype=float32)], [array([0.03064215], dtype=float32)], [array([0.17702824], dtype=float32)]]",0.3333333333333333
3818,"['da fühlt sie nicht das herz mehr schlagen', 'die männer sehn verwundert zu', 'was will die hexe mit dem knaben', 'sie sollt ihm gönnen seine ruh', 'das wär doch gar ein schlimm erwachen', 'wenn er erwachte frisch gesund', 'und sie ihn wollte froh anlachen', 'und hätte keinen zahn im mund', 'jetzt schauet sie sein hart erstarren', 'an dieser neuen himmelsluft', 'die farbe will nicht länger harren', 'die treu bewahrt der kön gin gruft']","['a', 'b', 'a', 'c', 'd', 'e', 'd', 'e', 'f', 'g', 'f', 'g']","[[array([0.38932604], dtype=float32), array([0.45345134], dtype=float32), array([0.4569081], dtype=float32), array([0.2985795], dtype=float32), array([0.2852788], dtype=float32), array([0.00827062], dtype=float32)], [array([0.0182842], dtype=float32)], [array([0.00976098], dtype=float32)], [array([0.00468528], dtype=float32)], [array([0.05886257], dtype=float32)]]",0.5833333333333334
3819,"['hier ist die jugend dort die liebe', 'doch sind sie beide nicht vereint', 'die schöne jugend scheint so müde', 'die alte liebe trostlos weint', 'was hülf es ihr wenn er nun lebte', 'und wäre nun ein alter greis', 'ihr herz wohl nicht mehr zu ihm strebte', 'wie jetzt zu dieses toten preis', 'wie eine statue er da scheinet', 'von einem lang vergessnen gott', 'die alte treu im dienst erscheinet', 'und ist der jungen welt zum spott']","['a', 'b', 'a', 'b', 'a', 'c', 'a', 'c', 'd', 'e', 'd', 'e']","[[array([0.03462499], dtype=float32)], [array([0.05214518], dtype=float32)], [array([0.0145781], dtype=float32)], [array([0.1136595], dtype=float32)], [array([0.02573949], dtype=float32)], [array([0.4163865], dtype=float32)]]",0.4166666666666667
3820,"['es mag der fürst sie nimmer scheiden', 'er schenket ihr den leichnam mild', 'verlassne möchten ihr wohl neiden', 'ein also gleich und ähnlich bild', 'da sitzet sie nun vor dem bilde', 'die hände sanft gefalten sind', 'und sieht es an und lächelt milde', 'und spricht du liebes liebes kind', 'kaum haben solche alte frauen', 'wie ich noch solche kinder schön', 'als meinen enkel muß ich schauen', 'den ich als bräut gam einst gesehn']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.03765976], dtype=float32)], [array([0.04572046], dtype=float32)]]",0.5
3821,"['ein versuchter liebesritter rührt der jungfrau schuldlos herz', 'führt als braut vom klostergitter sie zur stadt in lust und scherz', 'zu dem großen hochzeitmahle tritt der bräutigam vermummt', 'naht der braut mit dem pokale sie erkennt ihn und verstummt']","['a', 'a', 'b', 'b']","[[array([0.01591724], dtype=float32)], [array([0.0542745], dtype=float32)]]",0.5
3822,"['an dem ahndungsvollen tage quälet sie dies seltsam spiel', 'schwere kleider sind schon plage und der fremden allzu viel', 'seht ein messer tut er zeigen zierlich wie ein pfeil geschliffen', 'es der holden braut zu reichen und sie hat es scheu ergriffen']","['a', 'a', 'b', 'b']","[[array([0.04107726], dtype=float32)], [array([0.03999847], dtype=float32)]]",0.5
3823,"['schenket mir dem armen blinden spricht er einen tropfen blut', 'und das licht wird sich verkünden in der heil gen unschuld glut', 'durch der jungfrau blut ge gabe die der unschuld höchste huld', 'senkt sich licht zum augengrabe das ich ausgeweint um schuld']","['a', 'a', 'b', 'b']","[[array([0.01551145], dtype=float32)], [array([0.02830076], dtype=float32)]]",0.5
3824,"['und die jungfrau füllt den becher mit dem edlen reinen wein', 'trink den glauben lieber zecher und der augen licht wird dein', 'schuld kann nicht an unschuld glauben unschuld glaubt an unschuld gern', 'nichts kann ihr vertrauen rauben sein vertrauen bleibt stets fern']","['a', 'a', 'b', 'b']","[[array([0.31418306], dtype=float32)], [array([0.00625694], dtype=float32)]]",0.5
3825,"['und er trinkt und spricht mit tücke dies ist keiner jungfrau blut', 'viele schwelgten da im glücke denn der wein schmeckt allen gut', 'kannst du mir kein licht mehr schenken bleibet nacht mein traurig haus', 'vor dem abend mag bedenken wen die gäste lachen aus']","['a', 'a', 'b', 'b']","[[array([0.06705153], dtype=float32)], [array([0.22316247], dtype=float32)]]",0.5
3826,"['schelmisch lächeln schon die gäste ganz unleidlich scheint s der braut', 'an der unschuld opferfeste unschuld sich verhöhnet schaut', 'und sie spielt mit seinem messer gräßlich in verlegenheit', 'deine augen werden besser spricht sie nimm mein blut noch heut']","['a', 'a', 'b', 'b']","[[0], [array([0.1184653], dtype=float32)]]",0.5
3827,"['mit dem messer will sie ritzen ihre brust so rein und weiß', 'und des bräut gams augen blitzen weil er sie nun schuldlos weiß', 'gleich als ob s ein zufall wäre sticht sie mit dem messer tief', 'in ihr herz aus keuscher ehre daß ihr blut in strömen lief']","['a', 'a', 'b', 'b']","[[array([0.00763786], dtype=float32)]]",0.5
3828,"['füll den becher trink vertrauen deine blindheit wird geheilt', 'kannst ins offne herz nun schauen ob es seine gunst geteilt', 'ihre wunde will er schließen mit des schmerzes glaubenskuß', 'doch die blut gen ströme fließen ihn ersticken im genuß']","['a', 'a', 'b', 'c']","[[array([0.10072863], dtype=float32)], [array([0.23579156], dtype=float32)], [array([0.14221454], dtype=float32)]]",0.75
3829,"['über den knüppeldamm durchs knochenfeld', 'bei der wüsten kirche fahren vorbei', 'sieben bauern nachts mit trunknem geschrei', 'klatschen mit peitschen und klappern in der tasche mit geld', 'kommen vom markt und rühmen einander die zeit', 'galt doch der scheffel roggen drei taler heut']","['a', 'b', 'b', 'a', 'c', 'c']","[[array([0.03244907], dtype=float32)], [array([0.09572798], dtype=float32)]]",0.5
3830,"['an der mauer des kirchhofs steht da ein weib', 'bleich von gesicht sie trägt ein schimmerndes hemd', 'eine frostige tracht und hier in den marken so fremd', 'peitscht doch der erste der bauern ihr höhnend den leib', 'nehmt mich lieber ein stündlein für gotteslohn mit', 'bittet die frau den ersten der fährt noch im schritt']","['a', 'b', 'b', 'a', 'c', 'd']","[[array([0.01591724], dtype=float32)], [array([0.02647585], dtype=float32)]]",0.6666666666666666
3831,"['gott der schläft jetzt spricht der bauer in ruh', 'denn wie käm s sonst bauern gewinnen so viel', 'sind doch gottlos trunken ergeben dem spiel', 'und die armen die geben das geld uns dazu', 'gottslohn machte noch keinen reicher gib acht', 'sieh dein heil ab wenn der teufel erwacht']","['a', 'b', 'b', 'c', 'd', 'd']","[[array([0.06278914], dtype=float32)], [array([0.05714893], dtype=float32)], [array([0.04875708], dtype=float32)]]",0.6666666666666666
3832,"['laut belacht er sein wort und treibet die pferd', 'fünf der andern folgen im zuckelnden trab', 'nur der letzte noch zögert und schaut auf ein grab', 'das da stehet geöffnet in kirchhofs erd', 'hört das weiblein spricht zu dem langsamen knecht', 'nehmet mich auf denn gott wird jedem gerecht']","['a', 'b', 'b', 'a', 'c', 'c']","[[array([0.01484782], dtype=float32)], [array([0.14954638], dtype=float32)], [array([0.0011338], dtype=float32)]]",0.5
3833,"['gott ist gnädig so spricht er steige nur auf', 'rede erzähle bin nachts nicht gerne allein', 'zitterst so kriech in die leeren säcke hinein', 'säcke des korns das ich heute führte zum kauf', 'glaubst du die preise steigen noch höher im jahr', 'so verkauf ich nicht mehr jetzt sage mir wahr']","['a', 'b', 'b', 'a', 'c', 'c']","[[array([0.0236457], dtype=float32)], [array([0.02687246], dtype=float32)], [array([0.04668564], dtype=float32)]]",0.5
3834,"['tor der du harrst auf unglück der andern sie spricht', 'stehest du nicht in derselben strafenden hand', 'wisse es nahen bald reichere zeiten dem land', 'wisse es keimet der roggen so reichlich und dicht', 'aus der fremde zu schiff zieht vorrat hier ein', 'anderthalb taler wird bald der preis nur sein']","['a', 'b', 'b', 'a', 'c', 'c']","[[array([0.5097186], dtype=float32)], [array([0.04944515], dtype=float32)], [array([0.02830076], dtype=float32)]]",0.5
