LLM,id,text,close_text,semantic_dist
GPT3,482,weil wir bereit sind um zu sterben,"Zittre! Denn wir wollen sterben,",4.266406536102295
GPT3,482,und weil wir diesen Sinn verstehen,"Weil eben das, was uns jetzt gilt,",4.025935649871826
GPT3,482,sind wir nicht nur nichts sondern lebend,Doch wir sind sterblich.,5.490572929382324
GPT3,482,das ist der wahre Sinn des Lebens,Worin ein ganzes Leben liegt.,4.668381214141846
GPT2-large,483,"Du kannst in deiner Seele lesen ,","Jetzt kannst Du lesen klar in meinem Herzen,",5.3923492431640625
GPT2-large,483,"Die Kräfte , die dein Werden lenken ,","Zwei Kräfte sind es, die den Menschen lenken,",5.1724467277526855
GPT2-large,483,"Der Liebe ewige Macht erkennen ,",Das ew'ge Liebe schwellt.,4.900400161743164
GPT2-large,483,"Die schönheit sich im Ewgen spiegelt ,","Mit ew'ger Schönheit ausgeschmückt,",5.036019325256348
GPT2-large,483,"Die ewigen Zeiten nach dir weisen ,",Nach dir mißt sich die Ewigkeit.,4.910947799682617
GPT2-large,483,Wirst noch als Kind im Mutterschoße,"Auf dem Mutterschoß des ersten Kindes,",2.940526247024536
GPT2-large,483,Die Blumen auf dem Grabeshügel,Auf Blumenhügeln,4.4353461265563965
GPT2-large,483,Die Mutter dir in Liebe winken .,Würd ihr Mütterchen so lieben.,5.216451644897461
GPT2-large,483,In deiner Seele kann ich lesen .,"Jetzt kannst Du lesen klar in meinem Herzen,",5.6687798500061035
GPT2-large,483,Es fließt auf deinem dunklen Wege,"Deinem Weg, dem noch dunklen, vorleuchtet ihr Licht,",5.326991558074951
GPT2-large,484,"Die lieben Leute meinen immer ,","Wo stets die Pförtnerin, die Liebe,",5.486476421356201
GPT2-large,484,was selber sie nicht denken können ;,"Und was dem Denken undurchdringbar bleibt,",5.097805500030518
GPT2-large,484,"daß sie es könnten in dem Herzen ,","Könntest du ins Herz nur sehen,",4.780582904815674
GPT2-large,484,und halten dann das Herz verschlossen,Tief im Herzen sich verschließen.,4.540788173675537
GPT2-large,484,weil ihnen es verschlossen bliebe .,"Wer hat die Tür so fest verschlossen,",4.971391677856445
GPT2-large,484,Wenn dir in einem kleinen Herzen,An kleinen Herzenspfändern;,4.773305416107178
GPT2-large,484,"genau ein Herz verschlossen bliebe ,",Kein Mädchenherz verschließe sich,5.650454044342041
GPT2-large,484,dafür mußt du dich drum nicht schämen,Das soll dich nicht betrüben,3.931814193725586
GPT2-large,484,"dein Herz ist gar nicht mehr verschlossen ,",Dein Herz schlug nicht mehr bang;,5.0302815437316895
GPT2-large,484,dein Herz ist gar nicht mehr verschlossen .,Dein Herz schlug nicht mehr bang;,5.184300899505615
GPT2-large,485,Es sei dir zum Preise denn dies,Gilt das Dir doch als höchster Preis,4.1610798835754395
GPT2-large,485,wäre in der Welt der Reichen nichts,"Könnt' ich nur aus aller Wesen Reichen,",4.831192970275879
GPT2-large,485,"daß du klein und laut und dumm bist ,",S' sehen dumm und damisch aus:,5.199581623077393
GPT2-large,485,"Ist ein großer Vorteil , ists nicht so","Und es fehlt daran nur wenig,",5.725379467010498
GPT2-large,485,weil mich auch kein Mensch versteht ja ?,Neben mir entbehren?,4.312282562255859
GPT2-large,485,Wie man immer will Die Menschen sind,"Auf daß Ihr, wie ihr's immer war't,",5.295409679412842
GPT2-large,485,weil man nichts kann ohne andre,Kann ich es unmöglich mit noch Einem wagen.,5.416913032531738
GPT2-large,485,weil man nichts kann ohne andre auch,Kann ich es unmöglich mit noch Einem wagen.,5.222301959991455
GPT2-large,485,von sich selber auch nichts wissen,Und wissen gar nicht viel;,3.5253584384918213
GPT2-large,485,"daß man was kann ohne andre tun ,",Einmal kann ohne Zaubersekt,5.457890510559082
GPT2-large,486,Doch was sich erst im Geist ergeben,Vor des Geistes Vollerglühen,4.180629730224609
GPT2-large,486,Es kann nicht ohne Kampf bestehn !,"Du kannst nicht ohne Kampf gedeihen,",4.252494812011719
GPT2-large,486,Verzweifelnd in den holden glauben,"Der Urselbst, allzu glaubensvoll,",4.667404651641846
GPT2-large,486,Wir stehn in kaltem Nebel da !,"Im Nebelgewande,",4.587540149688721
GPT2-large,486,"Wir flehen wie die Sünder , allein","Die da für die Sünder flehet,",6.04311466217041
GPT2-large,486,Und unsres Wesens Widerschein,"– Auch darin uns ein unerreichtes Vorbild, –",4.5496320724487305
GPT2-large,486,Ist wie ein glühnder Hauch gegeben,"Wie ein Gewölbe zu,",3.4071526527404785
GPT2-large,486,Ist auch die Schöpfung rein und edel,Ist es Schöpfungs-Lust und -Klage?,3.5414154529571533
GPT2-large,486,Und hat nicht dunkle Weben nötig,"Und von Flocken und Fäden, die Keiner verspinnt und verwebet,",5.573848724365234
GPT2-large,486,Ist auch der Tag des Glückes fern .,Auch mich ein Freudentag?,4.723282814025879
GPT2-large,487,"Setze du dich hin ans werkzeug ,",Auf deinen Schmeichelton:,5.0962958335876465
GPT2-large,487,"Denk , wie du es machen würdest ,",So was kannst du?,5.805820465087891
GPT2-large,487,"Denk , wie du es anders auch meinst .","Gedanke der Gedanken,",5.220405578613281
GPT2-large,487,"Das , was du am Tage wolltest ,",Dem Tag ihn entgegenträgt gleich einer Lustfregatte.,5.734635353088379
GPT2-large,487,Das ist nur das Werk der schönheit .,So mag eines Weibes Schönheit,5.148555755615234
GPT2-large,487,"Daß die Arbeit dich nicht lang drückt ,",Derselbe hat in nimmer müder Arbeit,5.128178119659424
GPT2-large,487,Das hast du am Abend nicht so .,"Sich die Abendsonne neiget,",5.3577494621276855
GPT2-large,487,"So zu tun , wie du es wolltest ,","Und was du nur wünschest,",4.896551132202148
GPT2-large,487,Das ist erst dein Werk am rande .,"Ihres Reigens zu,",5.779272079467773
GPT2-large,487,Was dir aber am rande noch steht,"Was zauderst du? so schier dich fort,",3.750239133834839
GPT2-large,488,Als in dem tiefen Dunkel seiner augen,Auf ihn die dunklen Blicke,3.948516845703125
GPT2-large,488,Erblindend schon und morgens halbverlegen,"Da Vormittag schon über den Geländen,",5.120932102203369
GPT2-large,488,Die ersten Sterne wieder glänzten ferner,"Glänzt wieder der Stern,",4.711104393005371
GPT2-large,488,"Den Menschen , in die Welt hinaus sich wendend ,","Worum die Welt sich reißet,",5.567741394042969
GPT2-large,488,Den Mann auf seiner Lebensfahrt geboren,"Zum Urborn des Seins,",5.12859582901001
GPT2-large,488,Und ihn zugleich auf seiner Fahrt zu ehren,"Ihm Ehr' zu schenken und mir ebenso,",4.266243934631348
GPT2-large,488,"Und aufzustehn , wo ihm die ewige seele",Zu den Sternen erhebt und als Spiegelbild von dem Ewigen sinnend betrachtet.,4.381320476531982
GPT2-large,488,Den ersten Tempel baut und seine Helle,"Rührend das goldene Spiel, das Thebens Mauern erbaut hat,",6.270987033843994
GPT2-large,488,Mit einem Male in die ganze nieder,"Geht bald hinnieder,",3.401001214981079
GPT2-large,488,"Und da zu stehen , wo sich alle richten ,",Wo Jedermann sich heut,5.512422561645508
GPT3,489,"Erschaffen aus dem Nichts , aus dunkler wurzel","Aus dem Eitlen, aus dem Nichts",5.818110466003418
GPT3,489,"Warum soll ich mich quälen , schmerzen , leiden","Wozu, wozu nun alle der Schmerz,",4.506882190704346
GPT3,489,Wenn unten doch die Ewigkeit mich erwartet .,Ist mein Ewigkeitsflug,5.2728729248046875
GPT3,489,"Tagtäglich nichts als Schmerzen , krankheit , Leiden","Was Tag um Tag geschieht,",5.086470603942871
GPT3,489,Und immer wieder nur die gleiche folter,"Auf die Folter spannet,",4.599765300750732
GPT3,489,"Wozu die ganze Qual , das ganze mühe","Wozu, wozu nun alle der Schmerz,",2.9486708641052246
GPT3,489,"Wenn doch am Ende nur das Loch mich tötet ,",Als stäke er in einem Loch;,5.7218337059021
GPT3,489,Das Loch das mich verschlingt in seinem Bauche .,Und mich umdünstete Fäulnisgestank …,5.437013626098633
GPT3,489,Und doch ist es mein Los und muss es tragen,Müßt mir d'rum bei meinem Leben,5.0699615478515625
GPT3,489,Bis einst der Tod mich holt in seinem rücken,"Laß, eh' er kehrt, mich vom Sterben nichts wissen!",4.7173991203308105
GPT3,489,Bis einst der Tod mich holt in seinem Rachen .,wer mich dem Tode weiht?,4.774902820587158
GPT3,489,Bis einst der Tod mich holt in seinem Rachen .,wer mich dem Tode weiht?,4.774902820587158
GPT3,489,Bis einst der Tod mich holt in seinem rücken,"Laß, eh' er kehrt, mich vom Sterben nichts wissen!",4.7173991203308105
GPT3,489,Bis einst der Tod mich holt in seinem Rachen .,wer mich dem Tode weiht?,4.774902820587158
GPT3,489,Bis einst der Tod mich holt in seinem Rachen .,wer mich dem Tode weiht?,4.774902820587158
GPT2-large,490,Wie sie sich in ihrem wandel,"Wandeln mit ihnen,",5.122482776641846
GPT2-large,490,wie sie sich in ihren schatten,Und sie gaben Jungfersinn,2.99874210357666
GPT2-large,490,wie sie sich im dunkeln findet,Dort den dunklen,4.184800148010254
GPT2-large,490,"wie in einem weiten ozean ,",Den unermessnen weiten Ocean.,4.340041637420654
GPT2-large,490,den sie als das bessre im meer,Zum Vertilgungsmeer entschwillt.,3.9982218742370605
GPT2-large,490,als ihr erster traum sie mir,Als zum ersten Male,3.9751482009887695
GPT2-large,490,wie ein wonneherz der kindheit,"Der sich die Kindlichkeit des Herzens wahrte,",4.25330924987793
GPT2-large,490,wie ein traum vom stillen tod er,Gleich stillen Totenkerzen;,4.122520446777344
GPT2-large,490,wie ein traum von ihrer seele,"Seelenzerstörende,",4.4820427894592285
GPT2_top_p,491,Du wecktest mich mit tausend katzen,"Die hegte edeln Katzensinn,",5.866420745849609
GPT2_top_p,491,Du wecktest mich mit tausend Küssen,Der hinein mit tausend Küssen floß.,5.2204132080078125
GPT2_top_p,491,Du wecktest mich mit tausend Küssen .,Zu meinen Küssen setzest du,5.225552558898926
GPT2_top_p,491,Du wecktest mich mit tausend Küssen .,Zu meinen Küssen setzest du,5.225552558898926
GPT2_top_p,491,Ich träume dich mit tausend Küssen,Zu meinen Küssen setzest du,5.135782718658447
GPT2_top_p,491,Ich träume dich mit tausend Küssen . . .,Und küssen möcht' ich dich!« –,5.452332973480225
GPT2_top_p,491,"den Dichter , der die Welt zerrissen .",Ziemt nur dem siechen Dichter;,5.591873645782471
GPT2_top_p,491,"Im Geist entflieht mein liebes Leben ,",schmerzlich sich mein Geist entwand;,4.2809343338012695
GPT2-large,492,Wo viele tausend Jahr vollendet haben,Es ging viel tausend Jahre,4.174640655517578
GPT2-large,492,Da einmal durch des Weltalls großes Weben,Des Weltalls Weiten,4.691854000091553
GPT2-large,492,"Das Chaos wogte , das nicht mehr zu heben","Mußt die Mägdlein lassen stehn,",5.931503772735596
GPT2-large,492,Da aber durch ihn das reine Licht gewoben,"Er scheuet ja das Licht,",4.131096839904785
GPT2-large,492,"Zur Freude war , da durch sein großes decken","War ein linder Augenschein,",4.6916399002075195
GPT2-large,492,"Der Tag ersteht und alle Dinge leben ,","Was Tag um Tag geschieht,",5.662676811218262
GPT2-large,492,Erlöschen mußt in dieser ernsten frage,Ist in Nöten,4.486403942108154
GPT2-large,492,"Die Menschen auch wie viele andre Male ,","Es auch mit Andern so,",4.86782169342041
GPT2-large,492,Da aber erschien ein Stern der ewigen sterne,"Ein Stern, der schien am Himmelsdache,",4.655121803283691
GPT2-large,492,"Das war des Weltalls Stern , ein Stern der Ehre","Es stand ein Sternlein am Himmel,",5.147827625274658
GPT2-large,493,Du warst klein und laut und sehr arm,Da thun sie so erbärmlich klein,6.148934364318848
GPT2-large,493,"hat kein Amt dich eingesegnet mir ,","Daß mir bei dir nicht war vergönnt,",5.2121357917785645
GPT2-large,493,habe viel durch dich geschaffen,"Du zeihtest mich, daß viele Freuden",4.642394542694092
GPT2-large,493,"dich , Na wenn das will ich sagen ,","Eh wir es noch meinen,",3.543968915939331
GPT2-large,493,hab ich wohl zu viel gesehen,Und ich sah ach viel zu viel,3.008125066757202
GPT2-large,493,"Du warst klein und schlecht und ohne Scham ,","Und was du schufest, das kannte niemand …",5.642005920410156
GPT2-large,493,ich bin ja nicht einmal so reich,"Ich bin kein großer reicher Herr,",4.4623565673828125
GPT2-large,493,"Du warst klein , hab es vergessen schon",Da habe ich auch – dich vergessen!,4.601816177368164
GPT2-large,493,daß die Not vor lauter Scham nicht,"Kann nicht Scham, nicht Schrecken reichen.",3.903618812561035
GPT2-large,493,nun hab ich was an den Mann gebracht,Aufsprang mir der,4.339633941650391
GPT2-large,494,Denn kann sie endlich einen Gedanken wissen,"Daß sie mög' wissend werden,",4.969930648803711
GPT2-large,494,Hat sies in deiner Wahrheit nie erfahren,Hat sie nie empfunden.,4.860666751861572
GPT2-large,494,"Verstumm , mein lieber Freund , und laß es fahren !","Laßt's zruck, geht's davon.",4.570169925689697
GPT2-large,494,"Denn kann sie endlich einen Gedanken fassen ,","Daß ihr seligster Gedanke,",5.00742244720459
GPT2-large,494,Hat sies in deiner Wahrheit nie erfahren,Hat sie nie empfunden.,4.860666751861572
GPT2-large,494,"Verschämt , mein lieber Freund , und laß es gerne",Ei ei! Scham dir!,4.984951972961426
GPT2-large,494,Verschämt bekennt sich jeder zu der Schwere,"Verschämt verkrochen,",4.262855052947998
GPT2-large,494,"Verstumm , mein lieber Freund , und laß es fahren !","Laßt's zruck, geht's davon.",4.570169925689697
GPT2-large,494,Denn kann die Liebe je ein Wörtchen sagen,"Durch welches je ein Amor kroch,",4.625503063201904
GPT2-large,494,"Verstumm , mein lieber Freund , und laß es fahren !","Laßt's zruck, geht's davon.",4.570169925689697
GPT2-large,495,warum des ewigen Zeiten Flusses Reise,Warum denn noch stets dies Geweine;,4.834347724914551
GPT2-large,495,"Warum des ewigen Zeiten Flusses Reise ,",Warum denn noch stets dies Geweine;,4.949441909790039
GPT2-large,495,warum des ewigen Zeiten schiffes name,Warum denn noch stets dies Geweine;,4.980384349822998
GPT2-large,495,"Ist in maria Ist in dir ist das Eine ,",Der selbst du ein Weib doch hast?,6.153341770172119
GPT2-large,496,"Wer mit dir will rechten dingen ,",Wer Recht behält! So laß uns denn,5.11100959777832
GPT2-large,496,der sei lieber still und leise fort .,"Und er darauf: »Sei still, nur still !",4.6787848472595215
GPT2-large,496,"Sag , ist dir nicht angst und bang sein ?","Ist dir bang und trübe,",3.678452968597412
GPT2-large,496,"Sag , ist dir nicht allzu schwindlig wohl .",Kriegt fürwahr nicht so geschwinde,4.890984058380127
GPT2-large,496,"Sage , ists nicht manchmal auch dumm","Es ist wohl nur dumm, es ist doch nicht schlecht!",5.540526866912842
GPT2-large,496,wenn man in die Zukunft nur schaut ?,Und künftig nun? Die Zukunft dieser Zeiten,4.052034854888916
GPT2-large,496,"s ist dumm , nach vorn zu schauen ;","Du, schau nicht hin und sei getrost :",5.891418933868408
GPT2-large,496,aber nicht um zurück zu schauen mehr .,Nie kehr' ich mehr zurück:,4.555671691894531
GPT2-large,496,"Sag , ist dir nicht schwindlig heute ?","Wart ihr, als günstge Lüfte euch erfreut,",4.895080089569092
GPT2-large,496,s ist mir nicht allzu schwindlig mehr .,Kriegt fürwahr nicht so geschwinde,5.301695346832275
GPT2-large,497,Also mach dir nichts daraus mehr,Damit dich Nichts gereue!,2.88339900970459
GPT2-large,497,auch wenn manche dich beschämen wird,Nein – sicher müßtest du dich schämen,4.9431304931640625
GPT2-large,497,Bleib du klein und laut und ewig grün .,Für aller Glück noch grün belaubt:,5.2983269691467285
GPT2-large,497,Aber wenn andre dich beschämen dann .,"Bist du es, der so mich in Schande gebracht,",5.543975353240967
GPT2-large,498,Auf einer Wiese fiel ein hoher nieder,Hier senkt die hohe Wölbung sich schwer auf mich herab,5.253511428833008
GPT2-large,498,"Auf einer Wiese fiel ein Regenbogen ,","Ein Regenbogen feinster Art,",5.736955642700195
GPT2-large,498,Auf einer Wiese fiel ein hoher runter,Hier senkt die hohe Wölbung sich schwer auf mich herab,5.353915214538574
GPT2-large,498,Auf einer Wiese fiel ein hoher nieder,Hier senkt die hohe Wölbung sich schwer auf mich herab,5.253511428833008
GPT2-large,498,Auf einer Wiese fiel ein hoch herunter,"Hernieder auf die Erde fällt,",5.6017913818359375
GPT2-large,498,Auf einer Wiese fiel ein hoher nieder,Hier senkt die hohe Wölbung sich schwer auf mich herab,5.253511428833008
GPT2-large,498,Auf einer Wiese fiel ein hoch hinunter,"Der Wütrich ist gefallen,",5.424630165100098
GPT2-large,498,Auf einer Wiese fiel ein hoch herunter,"Hernieder auf die Erde fällt,",5.6017913818359375
GPT2-large,498,Auf einer Wiese fiel ein gottlos runter,Daß er an dem Gott hinstreicht,6.073729515075684
GPT2-large,498,"Auf einer Wiese fiel ein hoher , runder ,",Damit auf adriatschen Wogen,5.872963905334473
GPT2-large,498,Auf einer Wiese fällt ein hoch hinunter,Hier senkt die hohe Wölbung sich schwer auf mich herab,5.451203346252441
GPT2-large,498,Auf einer Wiese fiel ein hoch herunter,"Hernieder auf die Erde fällt,",5.6017913818359375
GPT2-large,498,Auf einer Wiese fiel ein bleich daneben,Und ließ vom Wogenschaum,5.436247825622559
GPT2-large,498,"Auf einer Wiese fiel ein schwindlig hüben ,",Wie auf Wiesen Lüftlein zittern,5.0726165771484375
GPT2-large,498,"Auf einer Wiese fiel ein schwindlig hoben ,","Das hohe Himmelsgewölbe,",5.293385982513428
GPT2-large,499,Ich war mal Das wahre allein,Ich war ja ganz allein.,5.110101222991943
GPT2-large,499,ja daß ich dich lieber mag in mein,daß mein Lustprangen du seiest.,3.53739857673645
GPT2-large,499,"ohne Angst und ohne freude ,",Frei von Kummer und von Sorgen?,5.017002582550049
GPT2-large,499,weil du nur der wahrheit rechnest ein .,Ein Stück der Wahrheit nur glaub' ich zu kennen:,5.350033760070801
GPT2-large,499,Ich war klein und laut und sehr arm,"Arm war ich und übermütig,",4.867404937744141
GPT2-large,499,Ich war mal das wahre lied hier,"Ich bin ein feiger, lügenhafter Wicht,",4.881051540374756
GPT2-large,499,Ich war mal der lügen hafte .,Verachtet Lügnerin und Lug;,5.530591011047363
GPT2-large,499,"Ich war mal verliebt die falsche mein ich ,","Ich liebte! Wer nicht? Doch wer faselt noch kühn,",4.577657222747803
GPT2-large,499,als das wahre sie nicht ist,So was Besondres ist es eben nicht;,3.6123239994049072
GPT2-large,499,da war noch in mir die ganz heit,"Und bin i hitzten a gleich olt,",4.051788806915283
GPT2-large,499,das war diese gar nicht so sehr,So was Besondres ist es eben nicht;,3.941601037979126
GPT2-large,499,falsche mein lieber ich mein eigen mich .,"Ich bin selber mir entleibet,",5.567014217376709
GPT2-large,499,Ich war wie ein blinder idiot,"Ach, daß ich erblindet bin.",4.920184135437012
GPT2-large,499,ja daß das was ich soll that,"Vorwärts! drum soll mir's auch klingen,",3.084904432296753
GPT2-large,499,da war ich kein anker man man,Deren Glied ich nicht geworden bin.,5.68571138381958
GPT2-large,500,"Ich weiß es , daß dem Raum und wissen","Nun weiß ich's, wehe,",4.740628242492676
GPT2-large,500,"Die Kraft Des Willens fehlt , des bösen",Der Bösewicht,5.6760969161987305
GPT2-large,500,"Und so ist mir der Drang , zu fassen ,","Hier am Herzen drückt ich's fest,",5.461240768432617
GPT2-large,500,"Was dieses Sein mir gibt von außen ,",Was uns der Kranz,4.9418792724609375
GPT2-large,500,"Ein Dämon meiner selbst , und allein",Mit meiner Not allein.,5.730465888977051
GPT2-large,500,Ein Torso aus dem Stoff der tränen,Aus verschlungenem Wurzelgeflecht,4.649781703948975
GPT2-large,500,Und doch Er muß sich ganz erfüllen .,Doch mußte sie sich geben.,4.730238437652588
GPT2-large,500,Was bin ich selbst ? Ein Kind in Tränen,Und ob von mir ein Tränchen je,4.580507278442383
GPT2-large,500,Und halb zerstört zu neuem Werden .,"Die halbverstümmelten, in Schutt verscharrten.",5.561458587646484
GPT2-large,500,Ich will das Sein der Welt nicht halten,"Die Welt will ich nimmer verachten,",4.635558605194092
GPT2-large,501,Wär der Rest nicht auch schön,"Ward es nicht so schön,",5.048892974853516
GPT2-large,501,Ich Mag keiner sehn den andern,"Kann ich mit Niemand theilen mehr,",4.550962448120117
GPT2-large,501,Was ist denn die grüne Sense wert ?,Für aller Glück noch grün belaubt:,5.276401519775391
GPT2-large,501,Was ist denn die Sense noch scharf ?,Was soll nun wieder die Schinderei?,4.632013320922852
GPT2-large,501,"Na , ich wette vierzig Jahre lang","Ein Vierziger, so dacht' ich, wäre",4.7954864501953125
GPT2-large,501,"Nun , das wäre doch zu viel",Das ist zu viel! – – –,3.919477939605713
GPT2-large,501,"Sie muß mich in Händen halten sonst ,",Du langst nach meinen Händen mit,4.954044342041016
GPT2-large,501,"na , das wäre ja ein Ding","Ei, das wär' auch eine Pracht!",3.5905346870422363
GPT2-large,501,Wie das Untier da im Tümpel liegt .,Als in den Wolfesklauen dieser Amme,4.615806579589844
GPT2-large,501,"Nun , das wäre etwas ! Aber nein","Ei, das wär' auch eine Pracht!",3.557138204574585
GPT2-large,502,Werf in euern Schoß mein Glück nicht,Ermordet nicht mein ganzes Glück!,3.387295961380005
GPT2-large,502,"Weh , kein Sternlein lächelt mir mehr","Kein Sternlein mehr zu sehn,",4.355255126953125
GPT2-large,502,Fühl im Herzen tiefen Schmerz mir !,Mir thut's so weh im Herzen!,3.3194499015808105
GPT2-large,502,Leb es aus ich leide dich ein .,Erschienst Du eine Leidgestalt:,4.6829071044921875
GPT2-large,502,Müßt ein Leben lang und ewig sein,Und dieses Leben währe Ewigkeit.,4.379730701446533
GPT2-large,502,ich bin klein und laut und sehr gut,Bin klein und doch riesengroß …,5.331672668457031
GPT2-large,502,"Wer nicht klein und laut und dumm ist ,","Was waget frech zu sein,",6.092796325683594
GPT2-large,502,Dem ist alles klein und klein nicht,"Nichts ist so klein, daß nicht Kleinres bestünde",4.124579429626465
GPT2-large,502,Nichts zu groß und nix zu klein iss .,Nicht zu groß und nicht zu klein:,6.354625701904297
GPT2-large,503,"Und was will ich ? Das Dasein feiern ,",Das uns so freudig will umwehen?,4.450714588165283
GPT2-large,503,"Das ist mein Zweck , der ist bescheiden",Darum bescheiden,4.690385818481445
GPT2-large,503,"Ich will auf dieser Welt nicht bleiben ,","Und wünschen, nicht mehr auf der Welt zu sein,",4.863943576812744
GPT2-large,503,Daß Gott sich selbst wird feiernd schauen !,Im Wechsel lebet Gott sich dar!,5.300293922424316
GPT2-large,503,Und soll ich mich des Ganzen freuen,Doch dann behagen mir fürwahr,2.580390453338623
GPT2-large,503,"Dem ewgen Rhythmus angehören ,","Und wie zu dem Zuge die Trommel klingt,",4.814362525939941
GPT2-large,503,"Und meine Ruh in Gott vergessen ,","Mit Gott euch zu vermählen,",4.776049613952637
GPT2-large,503,An ihm verzweifelnd mich vergaffen,"Weil gern sie vergibt,",4.613522529602051
GPT2-large,503,Dies ist des reinen Herzens Losung,"Das ist Bestimmung, tiefste Herzenssatzung …",4.264925003051758
GPT2-large,503,Es ist die Nacht der langen Leiden .,"Hab' ich geschlemmt die lange Nacht,",5.36223840713501
GPT2-large,504,Davor mag sich die Seele wahren,Kann anders deine Seele stimmen.,4.736241340637207
GPT2-large,504,Es wird ihr nichts zum Schutze sagen,"Darf nichts zu Tage bringen,",5.574625015258789
GPT2-large,504,"Davor mag sie die Hand bewahren ,","Wenn vor die Hand es dir käme,",5.183950424194336
GPT2-large,504,Vor ihrer Not sie Gott bewahren .,Dich wolle Gott bewahren!,5.0278849601745605
GPT2-large,504,"Du sollst nicht tadeln , sollst nicht wollen","Eu'r Batzen soll euch nicht,",4.735092639923096
GPT2-large,504,"Ob jeder Mensch , ob Tier , ob wagen","Und jedem, der sich ihr ergibt,",5.136789798736572
GPT2-large,504,"Ob groß ob klein an Geist und Willen ,",Ins Milde soll dringen der Wille:,5.374953746795654
GPT2-large,504,"Was auch das Leben mag bewegen ,","Was du im Leben dir auch magst erringen,",5.204762935638428
GPT2-large,504,gesucht Das Höchste oder das Tiefste .,Tiefinnerstes aufgewühlt –,5.204881191253662
GPT3,505,"War er nicht wenig , den ein Trost gewesen","Bittre Mahnung, edlen Trost,",5.283559799194336
GPT3,505,Dass nach dem harten Kampf vor seinen Füßen,"Sich durch des Kampfs Getöse,",5.041377544403076
GPT3,505,Ein süßer Friede ruht auf einer andern,Doch müßt' auch dann des Friedens sanfte Ruh,5.31120491027832
GPT3,505,Doch als die Menschen nun in Sorgen wandeln,"Der Sorge Beharren empfunden,",4.583446979522705
GPT3,505,Und im Gebet zu ihm die Augen öffnen,"Der Frömmling und sein Beten,",4.4388298988342285
GPT3,505,"Als er die Klagen hört in ihren Rufen ,","Willst den leisen Klagen lauschen, –",5.410248756408691
GPT3,505,Wies er sie freundlich ab und dies geschah,"Und ließ – um sie zu überführen,",3.5620107650756836
GPT3,505,Dass sie an seine Güte glauben könnten,Ihm ward in solchem Reiz und solcher Güte,5.699389934539795
GPT3,505,Und er für sie durch seine Gnade leben,Und lebt von seiner Gnade;,3.002713203430176
GPT3,505,Was ihrer Kehrt vom Tode hin zum Leben,"Wie heißen, die zogen ins Todesfeld",4.564681053161621
GPT3,506,O Zeit ! O Menschenkind ! Was willst du mehr,Was Sie da an Zeit verstrich!,3.3701517581939697
GPT3,506,"Ich sehe , was die Zukunft uns verspricht ,",Wie mir steht die Zukunft offen.,5.469005584716797
GPT3,506,"Und sage , was ich denke ohne Scheu",Fragt mich nichts. Was soll ich wissen und sagen?,4.912900924682617
GPT3,506,Ich will nicht lügen wie die andern hier,Ja wüßtet ihrs! – Nicht prahl ich vor den andern –,5.482141971588135
GPT3,506,"Ich will die Wahrheit sagen , die ich weiß",Und die Wahrheit mach' ich kund,4.2504425048828125
GPT3,506,"O Zeit , o Menschenkind ! Was willst du mehr ?","Was zauderst du? so schier dich fort,",3.869816303253174
GPT3,506,Ich will nicht lügen wie die andern hier,Ja wüßtet ihrs! – Nicht prahl ich vor den andern –,5.482141971588135
GPT3,506,"Ich will die Wahrheit sagen , die mir klar",Und die Wahrheit mach' ich kund,3.554079294204712
GPT3,506,"Ist wie das Licht , das auf die Erde fällt",Der Same in die Erde fällt,4.972115516662598
GPT3,506,Ich will nicht lügen wie die andern hier,Ja wüßtet ihrs! – Nicht prahl ich vor den andern –,5.482141971588135
GPT2-large,507,Im Dunkeln wird sie sich besprechen,Wenn sie ihn abends spricht beim Untergehn.,5.351503372192383
GPT2-large,507,Ich hab es oft genug gelesen,"D'rum will ich meinen lesen oft und lang,",5.298252105712891
GPT2-large,507,genau Wenn ich mich recht versehen,"Und, wenn es gleich mir so im Sinne steht,",4.242560863494873
GPT2-large,507,"Das macht mich doch nicht so verlegen ,",Das ficht mich gar nicht an –,4.405603408813477
GPT2-large,507,Doch soll ich wirklich so verschwinden,Und ich muß fort als wie im Bann!,3.456583023071289
GPT2-large,507,Im Dunkel muß mich niemand finden . . .,Im Dunkel ihn nicht fanden;,5.636490821838379
GPT2-large,507,Ich will nicht mehr zum Scheine tragen,Mir nicht weiter das Geleite,4.072921276092529
GPT2-large,507,Du darfst dein Licht nicht unterjochen,(Mußt d'rum Dein Licht nicht unter'n Scheffel stellen!),3.606717824935913
GPT2-large,507,Dir laß ich gern die Stirn in zügen,"Der Züge manchen – und von allen, die",4.846456050872803
GPT2-large,507,Was alles hast du denn zu sagen !,"Was ist? O, sag'",3.3484091758728027
GPT2,508,"Im stillen Tal , im grünen Walde","Im grünen, grünen Wald.",5.03420352935791
GPT2,508,Ein Alpenmädchen sitzt am Bach,"In einem Ameishaufen saß,",5.869465351104736
GPT2,508,"Im Walde sitzt ein alter Walde ,",Von neuem ist ein alt bekannter Wald,4.106726169586182
GPT2,508,Auf seinen Lippen braust der Bart,Bei eurem keuschen Bart;,4.626688480377197
GPT2,508,Mit ihren Blumen zuckt die Sonne .,"Daß Sonnenschein und Blumenglanz verfliegt,",5.0398478507995605
