LLM,id,text
GPT3,332,"Ist immer nur , weil wir es wollen"
GPT3,332,Denn alles was wir fühlen denken
GPT3,332,"Ist immer nur , weil wir es wollen"
GPT3,332,Denn alles was wir wissen fühlen
GPT2-large,333,Und fühlen wir der irdschen Tage härte
GPT2-large,333,Das ist der Schluß des Märchens von der erde
GPT2-large,333,Daß sich des Lebens Rose von der Erde
GPT2-large,333,"Wo ihre Heimat war , nach ewgem Orte"
GPT2-large,333,Vom Hauch des Vaters hebt und dann zum orte
GPT2-large,333,Wohin der Vater sie hat wandern sollen
GPT2-large,333,Von ihrem letzten fernen Liebeshorte
GPT2-large,333,"Hinab in seine kalte , dunkle Höhle ."
GPT2-large,333,Die erste Blüte auf dem Erdenrunde
GPT2-large,333,Nicht ihre Rose blieb am ewgen Orte
GPT2,334,"Ich weiß nicht , was in diesen alten dingen"
GPT2,334,"Von ihm geschrieben hieß , , Das Lied der Jugend ,"
GPT2,334,"Ich glaube , der in allen meinen worten"
GPT2,334,"Er war , was mich mit vielen schönen Worten"
GPT2,334,"An dich , mein junges Leben , mit den namen"
GPT2,334,Der alle Welt mit seinen schönen Namen
GPT2,334,In allen deinen Bildern schwebt die wurzel
GPT2,334,Es schwebt Wonach sich für sie alle Sterne
GPT2-large,335,"Alles so verbunden fein ist ,"
GPT2-large,335,Daß sich kaum erschließt ein himmel
GPT2-large,335,"fernes , fernes , fernes Land sein ."
GPT2-large,335,"Nah und fern und fern und nah sein ,"
GPT2-large,335,Ist das ist des Künstlers werkstatt .
GPT2-large,335,"Wenn ihr meine Bilder noch seht ,"
GPT2-large,335,Macht euch auf zum fernen Land er
GPT2-large,335,Geht mit euren Sinnen dort ein !
GPT2-large,335,Alles geht zu seiner Zeit so
GPT2-large,335,Nur mir sagt es ist nicht so .
GPT2-large,336,Du hast der Welt dich nie erwiesen
GPT2-large,336,Du weißt in ihr ein freies ringen
GPT2-large,336,"Dein Blick kann nichts als Glut erfassen ,"
GPT2-large,336,"Das Schöne aber hast du errungen ,"
GPT2-large,336,"Dir ists , von Götzenhand getrieben"
GPT2-large,336,Von aller Götter Gunst erhoben
GPT2-large,336,"Vom Menschenwort in ewgen Trieben ,"
GPT2-large,336,Und dies ist dieß dein eignes Leben ?
GPT2-large,336,Wirst du das Eine je erfahren ?
GPT2-large,337,"Da er , mit seinem ewgen Schaffen fertig"
GPT2-large,337,"Vom schweren Stand der Arbeit sich erhoben ,"
GPT2-large,337,Den freien Blick gen Himmel richten wollen
GPT2-large,337,"Nicht ahnend , daß er hier in diesen Hallen ,"
GPT2-large,337,Entrückt aus seines Lebens leichter hallen
GPT2-large,337,"Dem Licht der Welt mit einem Mal verfallen ,"
GPT2-large,337,Sich selber sah in seines Schöpfers halle
GPT2-large,337,"Sich selber denken sollt als seine Seele ,"
GPT2-large,337,Sich selber sprechen sollt als seine zeugen
GPT2-large,337,Anstatt das Schweigen nur der Geister suchen !
GPT2_top_p,338,"Die erste Nacht , die letzte liebe"
GPT2_top_p,338,Der junge Wächter schritt zusammen
GPT2_top_p,338,Ein leichter Nebel hing am Himmel
GPT2_top_p,338,Und sann entzückt nach seiner Hippe
GPT2_top_p,338,Und manche Blüth im Frühlingsgarten
GPT2_top_p,338,Gingst du zurück zu meines lieben
GPT2_top_p,338,Erwies ich doch die Pein und siegte
GPT2_top_p,338,"Und ließ zurück mit holdem Liede ,"
GPT2_top_p,338,Das meinen treuen Herzensodem
GPT2-large,339,Was hat ein solcher Tor verloren ?
GPT2-large,339,"Du forschtest fort , doch ohne Glück ."
GPT2-large,339,"Da sprachs die beiden sind geschieden ,"
GPT2-large,339,Denn eine Rose brach herab
GPT2-large,339,"Wie Rosen brechen , bricht man Küsse ."
GPT2-large,339,"Du forschtest fort , doch ohne Glück ."
GPT2-large,339,Da sprachs die beiden sind geschieden
GPT2-large,339,Und jeder sieht den andern gern
GPT2-large,339,Das ist der höchste Seelenfrieden .
GPT2-large,339,Und einer ging und riß ein Schwert
GPT2-large,340,Und daß der Mensch von seinem Herrscher je
GPT2-large,340,Doch wenn wir unsern kalten Blick bewegen
GPT2-large,340,Zuweilen einmal über den Rand der Stirn
GPT2-large,340,"Die Stirne zieht , bis jene letzte Falte"
GPT2-large,340,"Entfällt , bis ganz entfärbt des Auges asche"
GPT2-large,340,"daß er erkenne , welchen Preis die menschen"
GPT2-large,340,"Je dem , was gestern sie verhöhnt , verehrt ,"
GPT2-large,340,"Den Toten denn , die auf der Streu der Schande"
GPT2-large,340,"Verweilen ewiglich , ach ! in stummer Qual"
GPT2-large,340,Sich sonnen ewiglich an derselben Stätte .
GPT3,341,"Ist es nicht besser , nichts zu hören"
GPT3,341,Als durch das Wissen um das Nichts
GPT3,341,In dunkler Nacht umher zu irren ;
GPT3,341,Denn das bedeutet Tod und Stress .
GPT3,341,"Ist es nicht besser , nichts zu fassen"
GPT3,341,"Als das , was ist , in falsem Glanz"
GPT3,341,"Ist es nicht besser , nichts zu wissen"
GPT3,341,Als nur die Spur von Nichts zu sehn ?
GPT3,341,"Ist es nicht besser , nichts zu haben"
GPT3,341,"Als das , was ist , in Angst und Schmerz"
GPT3,341,"Ist es nicht besser , nichts zu leben"
GPT3,341,Als Tod und Leben ohne Sinn ?
GPT3,341,"Ist es nicht besser , nichts zu wissen"
GPT3,341,"Als das , was ist , in Trug und falsch"
GPT3,341,"Ist es nicht besser , nichts zu hassen"
GPT2-large,342,"Wenn die Mühle , die wir stillgelegt"
GPT2-large,342,im und in der Zukunft schon wohnt
GPT2-large,342,willigt dann die gute Butter auch
GPT2-large,342,sich von selber mit der Feder .
GPT2-large,342,Wenn die guten Butterbrote etc
GPT2-large,342,was um Gottes willen ist denn
GPT2-large,342,Wie ? die guten Butterbrote weg ?
GPT2-large,342,"O , das wäre ja zu viel !"
GPT2-large,342,Wie viel Heu wenn wir die zwei ten
GPT2-large,342,Käuze fänden wie ? der teufel ?
GPT2-large,343,So behielt ein holder Geist mich
GPT2-large,343,So leb ich im ewigen Jetzt sein .
GPT2-large,343,In sich selbst ist ewig die Kraft nicht
GPT2-large,343,Aber sie übt und wirkt und bleibt sich
GPT2-large,343,Immer treu und schön und ewig neu
GPT2-large,343,"Nah und fern und nah und ewig weit ,"
GPT2-large,343,Kommt zum Staunen bin ich noch jetzt
GPT2-large,343,"Nah und fern und nah und ewig weit ,"
GPT2-large,343,Vor mir ist der ewige jubel
GPT2-large,343,ZU mir ist der ewige rubel
GPT3,344,Das Nichts ist eine leere dunkle spalte
GPT3,344,Doch aus dem Nichts erschuf der Schöpfer allein
GPT3,344,Als er den Menschen aus dem Staube formte
GPT3,344,Und auch wenn wir im dunklen Schatten wandeln
GPT3,344,Ist doch das Licht in uns nicht ganz verborgen
GPT3,344,Denn wenn wir auch im Tode schlafen ruhen
GPT3,344,Zu neuer Kraft erstehen wir am Morgen
GPT3,344,Zu neuer Kraft erstehen wir am Morgen
GPT3,344,Doch wenn wir auch im Tode schlafen suchen
GPT3,344,Ist doch das Licht in uns nicht ganz verborgen
GPT3,344,Denn wenn wir auch im Tode schlafen ruhen
GPT3,344,Zu neuer Kraft erstehen wir geborgen
GPT3,344,Zu neuer Kraft erstehen wir geboren
GPT3,344,Das Nichts ist eine leere dunkle spalte
GPT3,344,Doch aus dem Nichts erschuf der Geist des Herren
GPT2-large,345,"Der Kahn , den ich besteige heute ,"
GPT2-large,345,Mit müdem Schritte über den schroffen
GPT2-large,345,Und unter dessen hohlen Spitzen
GPT2-large,345,Und unter dessen kahlen Tannen
GPT2-large,345,Wird jeder Zug von Sturmeswehen
GPT2-large,345,Mit seinen Fluten hingetragen .
GPT2-large,345,Die Wolken ziehen auf und abwärts .
GPT2-large,345,Und unter ihren langen Schweifen
GPT2-large,345,Und unter ihren weiten Bogen
GPT2-large,346,weshalb das Neue das Wilde ? Weil die idee
GPT2-large,346,"Die Wahrheit ist , sie ist , sie hat mit erde"
GPT2-large,346,"Was reichlich wir gesät in Feld und Wald ,"
GPT2-large,346,"Was wir gesät in ihren Kelch , die Güte"
GPT2-large,346,"Hat es hervorgebracht , mit Frucht und Saat"
GPT2-large,346,Ist doch die Güte ewig Die gute alte
GPT2-large,346,gestalt nach guter alter Fabelwelt
GPT2-large,346,Die uns den Gott in Fleisch und Blut gesandt hat
GPT2-large,346,"Als reinen Boten , der uns liebt und kennt"
GPT2-large,346,Daß er uns liebt und kennt und weiß das ist die
GPT2-large,346,"die in ihm ist , der Alles weiß und tut !"
GPT2-large,346,"Der unser bund und fromme kühne Bauer ,"
GPT2-large,346,Der unser Freund der Frohsinn ist und Scherz
GPT2-large,346,Der unser Feind und Freund in Not und härte
GPT2-large,346,"Wer von sich nur das Gute denkt und ehrt ,"
GPT2-large,347,Ob ich ihn weine ? Ihm zur rechte
GPT2-large,347,"Der still nach ihm die Hände strecke ,"
GPT2-large,347,Der wie ein Traum ist auf der decke
GPT2-large,347,"Als wie ein Traumbild auf dem Dache ,"
GPT2-large,347,Und seine Blicke hell wie sterne
GPT2-large,347,Und auf dem Wege seiner Stirne
GPT2-large,347,Wie seine Sterne über ihm stiegen
GPT2-large,347,Und seine Stirne wie der Himmel
GPT2-large,347,Und seine Finger wie gespiegelt
GPT2-large,347,Und seiner Wege weiter ziehen
GPT2-large,348,Und doch mit welchem Recht verfolgt und tobt
GPT2-large,348,"Der dieser arme , elende Schuft vergebens"
GPT2-large,348,Auf diesen todten Trümmern seines olymp
GPT2-large,348,dem Beispiel von madrid Auf diesen Bergen
GPT2-large,348,"Vermählets sich , daß man von ewgem Schnee"
GPT2-large,348,"Und sammt dem Schutt der Ruthen , der erlogen"
GPT2-large,348,"Sein müdes Roß , in einem Zelte , fänd"
GPT2-large,348,"Mit andern sklaven , von Beruf die Hirten ,"
GPT2-large,348,"Der Herdengott erscheint , wie sichs versteht"
GPT2-large,348,"An diesem Ort , wo müd von vielen Menschen"
GPT2-large,349,Wer das Der lebe immer noch auf Erden !
GPT2-large,349,"Der Teufel soll den Menschen von sich weisen ,"
GPT2-large,349,Der Mensch sei wieder so wie Gott auf Erden .
GPT2-large,349,Der Mensch sei wieder so wie Gott auf Erden !
GPT2-large,349,Dies predigt mir der Pfarrer immer wieder .
GPT2-large,349,Der Mensch sei wieder so wie Gott auf Erden .
GPT2-large,349,Der Mensch sei wieder so wie Gott auf Erden .
GPT2-large,349,Der Mensch sei wieder so wie Gott auf Erden .
GPT2-large,349,Der Mensch sei wieder so wie Gott auf Erden .
GPT2-large,349,Der Mensch sei wieder so wie Gott auf Erden .
GPT2-large,350,"Doch , Mensch ! Wenn du mich mit dir selber"
GPT2-large,350,Wenn du mich mit dir selber teilen
GPT2-large,350,Ich würde selber niemals werden !
GPT2-large,350,Ich würde niemals mit dir allein
GPT2-large,350,Von dir zu reden kommen sollen
GPT2-large,350,Ich würde niemals mit dir reden
GPT2-large,350,Ich würdest niemals mit dir allein
GPT2-large,350,In meiner ganzen Seele gehen !
GPT2-large,350,Ich würde niemals mit dir allein
GPT2-large,350,"In meiner ganzen Seele gehen ,"
GPT2-large,351,In ein tiefes Dunkel fallen
GPT2-large,351,"In ein stilles , tiefes Tal es"
GPT2-large,351,Grub ein Spaten weit und breit sich
GPT2-large,351,Aus der Vorwelt dunklem Stollen
GPT2-large,351,Plötzlich mählich aus dem innern
GPT2-large,351,Nun der Spaten fort sich müht da
GPT2-large,351,Durch das dumpfe Schweigen das sich
GPT2-large,351,Durch die weiten Gänge modert
GPT2-large,351,Nun des Bergmanns Blick sich spiegelt
GPT2-large,351,"Sieh , ein Licht , ein bleiches Licht ist"
GPT2-large,351,Dort am Felsen oben im Dohlen
GPT2-large,351,"Über dem alten Wasserspiegel ,"
GPT2-large,351,Über dem alten Strome gehen
GPT2-large,351,"Funkeln sehen ich es von fern ,"
GPT2-large,352,"Oh , ich liebe diese Sense auch"
GPT2-large,352,"Na , das wäre ja zu viel"
GPT2-large,352,Was ist das für eine Frage jetzt !
GPT2-large,352,"Ach , die Sense schenkt mir noch mai ."
GPT2-large,352,Seh ich doch mit dieser Sense scharf
GPT2-large,352,"na , das wäre doch zu viel"
GPT2-large,352,s ist schon ein wenig de isch .
GPT2-large,352,Was ist denn aimese ? Ah so !
GPT2-large,352,Nichts Nichts etwas von dem nichts .
GPT2-large,352,Aber die ähm die ähm die Ähm sind .
GPT2-large,353,Was werd ich sein ? Ein halber nebel
GPT2-large,353,"Dem es vergönnt , aus diesem Leben ,"
GPT2-large,353,"Aus diesem Wahn , aus diesem denken"
GPT2-large,353,Zurück zu treten in des Lebens
GPT2-large,353,Was werd ich sein ? Ein halber tote
GPT2-large,353,"Im Irrenhaus , ein halber Jude ,"
GPT2-large,353,Und halber Christ und halber ritter
GPT2-large,353,"Der andre Christ , der ist mein Bruder ,"
GPT2-large,353,Der wird der meinen Seele stehlen
GPT2-large,353,Der meine Seele hat gestohlen
GPT2,354,Ein dunkler Rabe zieht gezogen
GPT2,354,Es sitzt der Vater auf dem sofa
GPT2,354,Der Rabe will den Raben hegen ?
GPT2,354,"Es sitzt der Vater auf dem Hofe ,"
GPT2,354,"Der alte Alte steht am Throne ,"
GPT2,354,"Es sitzt der Alte hier , der Alte !"
GPT2,354,"Der Alte ist des Landes König ,"
GPT2,354,"Der Alte ist des Landes König ,"
GPT2-large,355,"Und morgen , wenn die Trümmer längst besiegt"
GPT2-large,355,Wenn nur die Asche besteht er wird es wagen
GPT2-large,355,Und wieder dann das alte Spiel beginnt
GPT2-large,355,"Von vorn , von vorn ! und wird zurück , weil alles"
GPT2-large,355,Gefällig ist dem raschen Fluge der Zeit
GPT2-large,355,"Und morgen , wenn die Trümmer längst vergangen"
GPT2-large,355,Auf eine hohe Säule in Florenz .
GPT2-large,355,Was ists mit diesem ganzen großen Posse ?
GPT2-large,355,die Kirche ist zurück sie ist zerstört !
GPT2-large,355,Und nur die alten WeihrauchFläschchen stehen
GPT2-large,356,"Das rote Feuer steht im Saale ,"
GPT2-large,356,"Das Feuer flammen steht im Saale ,"
GPT2-large,356,Es lodert in den goldnen Händen
GPT2-large,356,Und will den vollen Becher leeren .
GPT2-large,356,Ich will das Lied von Liebe singen
GPT2-large,356,Ich will ein Lied von Liebe singe
GPT2-large,356,Ich will ein Lied von Liebe singe
GPT2-large,356,Ich will ein Lied von Liebe singen
GPT2-large,356,Ich will im Traume in den Tiefen
GPT3,357,Ein Wesen kann zu nichts genügen
GPT3,357,weil sich das Ewige in ihm noch regt etc
GPT3,357,Das ist der tiefe Sinn des Lebens .
GPT3,357,"Wenn auch in allen Wesen Einheit liegt ,"
GPT3,357,Wenn auch in ihnen allen Ewigkeit
GPT3,357,In dieser Einheit ist die Welt erbaut
GPT3,357,Nichts ist dem Tode unterworfen
GPT3,357,Weil es in allen Wesen weiter geht
GPT3,357,Das ist der Sinn des tiefen friedhofs
GPT3,357,Wenn auch in allen Wesen Einheit liegt
GPT3,357,Wenn auch in ihnen allen Ewigkeit
GPT3,357,In dieser Einheit ist das Leben tief .
GPT3,357,Ein Wesen kann zu nichts genügen
GPT3,357,Weil immer sich in ihm das Ewige regt
GPT3,357,Das ist der Sinn des tiefen Lebens .
GPT2-large,358,"Warum ist das , was uns mit leisem schritte"
GPT2-large,358,"In unsre Kindheit zieht , ein dunkler nebel"
GPT2-large,358,"Das was aus uns geworden ist und was nicht ,"
GPT2-large,358,"Die Welt und was sie ist und unsre Liebe ,"
GPT2-large,358,Warum ist unter uns das eine leiden
GPT2-large,358,Und alles lieblich lieblich weit und breit und
GPT2-large,358,"An unserm Herzen lauert irgend etwas ,"
GPT2-large,358,Das wie ein Feuer brennt das uns von ferne
GPT2-large,358,Mit muntern leisen Funken aus den hellen
GPT2-large,358,"Die Sonne trägt es auf , uns aus dem glauben"
GPT2-large,358,Ein Tröpfchen läßt von ihrem Leuchten fallen
GPT2-large,358,Doch ist uns auch das erste fromme Lallen
GPT2-large,358,Im weiten weiten Himmelszelt verliehen
GPT2-large,358,"Es ist das Wort , dem fromme Menschen leise"
GPT2-large,358,Durch alle Himmel klingt es wie ein Flehen
GPT2-large,359,"Er gibt sich selbst , er lebt , und lebt und lebt"
GPT2-large,359,Er stirbt Er fällt und fällt ! Ich bin sein vater
GPT2-large,359,Er wird ! Ich auch ! Und tausend Male noch !
GPT2-large,359,"Ich küsse dich mein junges , braunes , weißes"
GPT2-large,359,"Du meine weiße , tiefe dunkle ste"
GPT2-large,359,"hallo Ich bin dein junges , braunes , altes"
GPT2-large,359,"Die Berge Mit der Stirn auf deinem Nacken ,"
GPT2-large,359,Der Hand auf deinem Knie Du meine rote
GPT2-large,359,Mein dunkel Auge gläsern wie der Tod
GPT2-large,359,"Auf dich mein junges , braunes , schönes weißes"
GPT2-large,360,Heiter grüßt das liebe Kind mich
GPT2-large,360,"Sei gegrüßt , du trauter norden"
GPT2-large,360,Nah und fern und fern und nah ist
GPT2-large,360,Eifrig so der Weg der Hirtin .
GPT2-large,360,"Sei gegrüßt , du trauter Fluß mein"
GPT2-large,360,Hold ist deine kühle Flut mir
GPT2-large,360,"Aber das Glück ist mir nicht hold ja ,"
GPT2-large,360,"Nur zum Lachen bin ich bei ihr ,"
GPT2-large,360,"Sei gegrüßt , du trauter weiler"
GPT2-large,360,Niemals bleib ich lange dir nah !
GPT2-large,361,"Ein Ding , ein Ding ist eine pflanze"
GPT2-large,361,Ein Ding ist eine Sache etc
GPT2-large,361,Der Zweifel sucht in jeder Pflanze
GPT2-large,361,"Den Keim , der seine Seele sei ."
GPT2-large,361,Du hast das große Los gezogen
GPT2-large,361,Dies Los ist eine Blume schön
GPT2-large,361,Der Zweifel sucht in seinen Augen
GPT2-large,361,Den roten Keim der Blüte tot .
GPT2-large,361,Du hast dies große Los bezogen
GPT2-large,361,Der Zweifel sucht in seiner asche
GPT2-large,361,Du hast dies große Los gezogen
GPT2-large,361,Dies Los ist eine Blume doch !
GPT2-large,361,Du hast dies große Los empfangen
GPT2-large,361,Doch ist es keine blume mehr
GPT2-large,361,Denn blume sterben kann ich doch nict
GPT2-large,362,"Doch dies ist nichts Ich , der die wellen"
GPT2-large,362,Der ewigen Gegenwart verwaltet
GPT2-large,362,Der Geist der Welt ist mir verfallen .
GPT2-large,362,Doch soll mich dies nicht bitter plagen
GPT2-large,362,"Denn allein , ob ich schlaf , ob leben"
GPT2-large,362,Es alles ist ein großes wissen
GPT2-large,362,Daß ich ich wieder durfte träumen !
GPT2-large,362,"Denn diese Wonne will mich fassen ,"
GPT2-large,362,Ich will ihr niemals wiederstehen
GPT2-large,362,Ich will ihr ganz mein Leben öffnen
GPT2-large,363,"Mein armer Sohn , er schläft im grünen"
GPT2-large,363,Ich wache auf vom vielen suchen
GPT2-large,363,Auf einmal schreit die alte Mutter
GPT2-large,363,Der Enkel will das Bett ihm räumen
GPT2-large,363,Das eine ist der enkel leise
GPT2-large,363,Die andern beiden sind die waisen
GPT2-large,363,"Sie selber können es nicht fassen ,"
GPT2-large,363,Das dritte sind die sieben Engel
GPT2-large,363,Das vierte ist die alte Schlange
GPT2-large,364,So ein Ding ist gut zu brauchen ah
GPT2-large,364,"Na , das wäre ja zu viel"
GPT2-large,364,"also Suse , suse , suse jo !"
GPT2-large,364,Un wie stehts nun mit dem andre ?
GPT2-large,364,"Wie sie , so die Ueberaschung hot"
GPT2-large,364,Suse suse suse jo aa
GPT2-large,364,In der Wüste von Nevada ist
GPT2-large,364,man in dieser blöden Zeit nit
GPT2-large,364,so des is die Ueberaschung hot
GPT2-large,364,"Heut im Bette in der Kält es ,"
GPT3,365,Aus Ebenbild eines lichten herzens
GPT3,365,Gestaltet nach dem ewigen Plan
GPT3,365,"Dem Widerschein des Weltenherzens ,"
GPT3,365,Hat alles Sein sein Ursprung dran .
GPT3,365,Doch was das Wort nicht wissen sagen
GPT3,365,Und nur in tiefster Stille weiß
GPT3,365,Das ist das Rätsel das wir wagen .
GPT3,365,Das sich in allen Räumen regt
GPT3,365,Das ist der Sinn des ganzen schaffen
GPT3,365,Das nur die Stille sich erhält
GPT3,365,Und doch in allen noch erschaffen
GPT3,365,Ein jedes Ding in sich enthält
GPT3,365,Das ist der Sinn des ganzen wissens
GPT3,365,Ein jedes Ding in sich enthält
GPT3,365,Die quelle allen Seins und Wissens
GPT2-large,366,Da tratst du aus dem Dunkel deiner hütten
GPT2-large,366,Und sahst zu uns empor mit deinen satten
GPT2-large,366,"Pupillen , rings mit zarten klaren händen"
GPT2-large,366,Und sahest in das Aug des Fremdlings lächelnd
GPT2-large,366,Und botest uns die Lippe auf zum zeichen
GPT2-large,366,Was bist du anders denn als diese beiden ?
GPT2-large,366,Ein Tropfen Blutes von dem letzten himmel
GPT2-large,366,"Das glühend sich aus Wunden , Wunden , Ritzen"
GPT2-large,366,Zu ungeahnter Unzahl plötzlich löste
GPT2-large,366,"Das bist du selbst , das sind des Lebens Töne"
GPT3,367,Ist das Kurz ich war ich auch hin
GPT3,367,"Tut es weh und ist es auch schmerz ,"
GPT3,367,Ich bin klein und laut und sehr still
GPT3,367,Ich bin klein und laut und sehr still .
GPT3,367,Klein bin ich und laut und leise
GPT3,367,Dumm und klein und laut und leise .
GPT3,367,Still und klein und laut und leise
GPT3,367,Ich bin klein und laut und leise .
GPT3,367,Das ist dumm und das ist sehr schlecht
GPT3,367,Das ist klein und laut und so lang .
GPT2-large,368,Das war was ! Es ist ja nichts
GPT2-large,368,Was ist denn Wenn du es wüßtest nur
GPT2-large,368,Vielleicht ist nicht ganz vergebens
GPT2-large,368,Niemand kann sich etwas schenken mehr .
GPT2-large,368,Ich bin alt und weiß nichts anders
GPT2-large,368,"meine weiß nicht , wie das lied klingt"
GPT2-large,368,bin ich denn ein armer singel ?
GPT2-large,368,"Ich bin alt und weiß nichts weiter ,"
GPT2-large,368,aber mein Herz ist weit geworden .
GPT2-large,368,Ich bin alt und weiß nichts weiter mehr .
GPT2-large,369,"Und doch , mein Freund ! was du mir , Freund , gesagt"
GPT2-large,369,All alles dies erlebt ich schon als lebend
GPT2-large,369,"Vor tausend Jahren war es , da begann"
GPT2-large,369,"Der lichte Mensch zu immer neuem Leben ,"
GPT2-large,369,"Es fand ein neuer Tag , ein neuer abend"
GPT2-large,369,"Der alte Tag , der kam und doch verschwunden"
GPT2-large,369,Es wußt es nur der Tod der alte Tag !
GPT2-large,369,"Und wieder schürts in mir den Geist der Jugend ,"
GPT2-large,369,Es weiß es nur der Tod und wieder schürts
GPT2-large,369,Sich wieder auf in mir den Geist der Jugend
GPT2-large,370,"Denn sie behandelt stets dieselben Sachen ,"
GPT2-large,370,"Die stets dasselbe immer wiederholen ,"
GPT2-large,370,Sei es Sei es die Wenns nicht anders wäre .
GPT2-large,370,"Und ist kein Mittel gegen diese Sachen ,"
GPT2-large,370,Es einmal sei Und das ist ja das Schlimme
GPT2-large,370,"Doch niemals , niemals konnte ich entdecken"
GPT2-large,370,Daß einmal etwas unternommen würde .
GPT2-large,370,"Nein , niemals wieder ! Das ist ja das Schlimme ,"
GPT2-large,370,Daß wirklich gar nichts unternommen würde .
GPT2-large,370,Doch niemals würde etwas unternommen .
GPT2-large,371,Der Mensch in seine seele frühe
GPT2-large,371,Der flüchtling in die Geisterhülle .
GPT2-large,371,Es ist das Bild der letzten hölle
GPT2-large,371,Dem Tod die Seele selbst als Hülle
GPT2-large,371,Und wird als Geist als Geist des gottes
GPT2-large,371,Ein Bild als Hülle abgewonnen .
GPT2-large,371,Die Seele wird von diesem namen
GPT2-large,371,Nicht losgelöscht ; sie bleibt an ihnen
GPT2-large,371,Dem kalten Tode hingegeben
GPT2-large,371,"Es ist die letzte , was zum Leben"
GPT2-large,372,Nur in Deutschen lebt die deutsche Poesie nicht .
GPT2-large,372,"Seht den Zug am Himmel , seht den Zug des Lebens hier ,"
GPT2-large,372,Wie die ganze Welt auf meinen Zügen hier liegt ;
GPT2-large,372,"ach , der edle Dichter muß es selbst empfinden nur ."
GPT2-large,372,Aus der Sprache selber ward verbannt der Mensch sich .
GPT2-large,372,Aber nicht aus der deinen Und nicht aus der von mir
GPT2-large,372,Aber aus Aber aus meiner Sprache Wenn du das willst
GPT2-large,372,Diese fremde Sprache ist nicht doch die meine so
GPT2-large,372,"Aber nein , diese fremde Sprache ist nicht griechisch ."
GPT2-large,372,Aus dem Meine ganze Seele spricht nicht griechisch noch
GPT2-large,373,Aus dem Staunen komm ich hierher
GPT2-large,373,"Du bist viel zu klein , mein lieb pferd"
GPT2-large,373,"Wärst du mehr als klein gewesen ,"
GPT2-large,373,"Strömt nicht viel an dich heran mehr ,"
GPT2-large,373,Läßt du dich nicht halten noch los
GPT2-large,373,Immer so in deinem denken
GPT2-large,373,Stör ich mich im grunde selber .
GPT2-large,373,Riesig ist das ende doch nicht
GPT2-large,373,Aber ein ende ist ja da .
GPT2-large,373,"Nur ich hab das ende lieb mir ,"
GPT2-large,374,Und in dem Himmelreich der Liebe
GPT2-large,374,das wesen das ist uns ist uns der Gott !
GPT2-large,374,Es ist des Vaters ewige Güte !
GPT2-large,374,"Ein Kindlein weiß ich still in meiner Brust ,"
GPT2-large,374,In frommer Liebe kann es weinen
GPT2-large,374,"Ein frommes Kind Wenn du es erst verstehst ,"
GPT2-large,374,Es kann für seine Brüder weinen .
GPT2-large,374,"Die Erde , auf der unsre Wiege stand ,"
GPT2-large,374,"War keine schöne deutsche Erde ,"
GPT2-large,374,Und unsre Liebe war nicht mehr dabei .
GPT2-large,375,Mit seinen stolzen Wogen schwillt das Meer
GPT2-large,375,Doch wer sich mit Gewalt dagegen stemmt
GPT2-large,375,"In allen seinen Tiefen wohnt das Weh ,"
GPT2-large,375,"Dem graut vor dem , was gestern er getobt ,"
GPT2-large,375,"Dem graut vor dem , was morgen er gebracht"
GPT2-large,375,"Und ach , der Geist , dem wilder Drang vertraut"
GPT2-large,375,"Er schweigt , die Brust zerstückt vom Lebensbaum ,"
GPT2-large,375,Mit einem Male wird die Gegenwart
GPT2-large,375,Mit einem Male alles still und leer
GPT2-large,376,Immer hat Natur sich selber
GPT2-large,376,"auch verjüngt wenn sie mich dann sieht ,"
GPT2-large,376,"Wenn sie mich , den Forscher , sehen ."
GPT2-large,376,Wie es ihr mir an Geduld nicht
GPT2-large,376,Oft gelingt mir doch ein Bild nicht !
GPT2-large,376,Immer ist ein Wechsel auch hier
GPT2-large,376,Nur das Eine hält den wandel
GPT2-large,376,Leichten Ungetrübt mich schauen .
GPT2-large,376,Wandelnd streif ich fort und fort mich
GPT2-large,376,"Immer mit geglücktem finger ,"
GPT2,377,In der Welt mit dem
GPT2,377,der ist doch kein Ring des Ruhms mir
GPT2,377,Ich hab ihm den Rest gegeben nur !
GPT2,377,Er hat einen und meine sechs zwerg
GPT2,377,Er hat ihn ihm schon entrissen mir .
GPT2,377,Was er war ! Auf meiner Welt nicht !
GPT2,377,können . . . . Ich Ich sah dich nie mehr
GPT2,377,Wie ich dir die Finger nur brach
GPT3,378,In allem Augenblick des leben
GPT3,378,"In allen Dingen , die seh'"
GPT3,378,"In allen jenen , die mich lieben"
GPT3,378,"In allen , die ich hasse , weiß"
GPT3,378,Ist eine große Frage lange
GPT3,378,Und quält mich lange Tag und Nacht
GPT3,378,Bis ich am Ende finden konnte
GPT3,378,Die letzte Wahrheit in der Macht
GPT3,378,Die eine große Frage sagte
GPT3,378,Und treibt mich um in aller Wut
GPT3,378,Bis ich am Ende bin und ruhe
GPT3,378,Und alles ist in Ordnung gut .
GPT3,378,"In einem Land , in dem ich lebe"
GPT3,378,"Ist alles anders , alles neu"
GPT3,378,"Und alles , was ich fühle , habe"
GPT2-large,379,Jeder Mensch im Himmel oben sieht
GPT2-large,379,von mir auch als Gottes Kinder heit
GPT2-large,379,daß ich klein und laut und dumm bin
GPT2-large,379,soll die Welt mich dennoch kennen lern
