,author,text,endings,rhyme_scheme_tts,rhyme_prob
501,GPT3_goethe_davinci_3_04.txt,"['verwehte sehnsucht', 'die liebe die uns nicht erreicht', 'doch wir träumen und hoffen', 'dass sie uns eines tages begegnet', 'unser herz ruft nach dir es will dich sehen', 'es ist ein gefühl das schwer zu beschreiben', 'wir suchen in der ferne den ort des glücks', 'der unser leben wieder mit freude füllt', 'denn in unseren herzen brennt die sehnsucht noch immer hell', 'und lässt uns auf etwas neues hoffen und vertrau n dem schicksal voll und ganz']","['sehnsucht', 'erreicht', 'hoffen', 'begegnet', 'sehen', 'beschreiben', 'glücks', 'füllt', 'hell', 'ganz']","['a', 'a', 'b', 'c', 'b', 'b', 'd', 'e', 'e', 'd']",0.5
502,GPT3_goethe_davinci_3_04.txt,"['wer niemals sein brot mit tränen aß', 'der kennt den kummer nicht der mich plagt', 'doch wer die sehnsucht kennt und weiß', 'was liebe ist und was sie sagt', 'der weiß auch meine tiefe not', 'er fühlt mein herz in seinem schoß', 'das leben is es doch allein', 'das uns zu schöner freude zwinget', 'es lässt uns hoffen und verzweifeln gleichzeitig', 'ewiges glück oder ew ge pein', 'so geht es mir in diesem streit', 'ich lieb doch darf s nicht offen zeigen', 'meine seele schreit vor qual so leidet man im geheimnis still']","['aß', 'plagt', 'weiß', 'sagt', 'not', 'schoß', 'allein', 'zwinget', 'gleichzeitig', 'pein', 'streit', 'zeigen', 'still']","['a', 'b', 'a', 'b', 'c', 'd', 'e', 'a', 'f', 'e', 'a', 'a', 'g']",0.5384615384615384
503,GPT3_goethe_davinci_3_04.txt,"['verzweiflung die mich befällt', 'die welt ist schwer zu versteh n', 'meine seele fühlt sich so leer und kalt', 'doch es gibt kein entrinnen mehr', 'der tag vergeht in einsamkeit', 'nur sorgen stellen mir ein bein', 'ich warte auf den sonnenstrahl der freiheit', 'doch er bleibt unerreicht allezeit', 'gedanken an die vergangenheit', 'was hätt geschehn sein könn', 'meine seel voll trauer und bedauern', 'doch niemand weiß was morgen bringt']","['befällt', 'n', 'kalt', 'mehr', 'einsamkeit', 'bein', 'freiheit', 'allezeit', 'vergangenheit', 'könn', 'bedauern', 'bringt']","['a', 'b', 'a', 'c', 'd', 'b', 'd', 'd', 'd', 'b', 'e', 'f']",0.5
504,GPT3_goethe_davinci_3_04.txt,"['der tag ist schon vorbei', 'die nacht hat sich gesenkt', 'die sterne funkeln hell', 'der mond sein licht verschenkt', 'das leben wird so schnell verweht', 'dass man es nur im augenblick erlebt', 'doch das gestern und morgen bleibt bestehen', 'so wie die welt in stetem wandel steht', 'es gibt kein zurück mehr ins vergangene', 'doch jeder moment kann uns begeistern', 'erinnere dich an deine träume und ziele', 'und lasse deinen mut niemals sinken']","['vorbei', 'gesenkt', 'hell', 'verschenkt', 'verweht', 'erlebt', 'bestehen', 'steht', 'vergangene', 'begeistern', 'ziele', 'sinken']","['a', 'b', 'c', 'b', 'd', 'd', 'e', 'd', 'f', 'g', 'f', 'e']",0.5833333333333334
505,GPT3_goethe_davinci_3_04.txt,"['der frühling ist da die sonne scheint hell', 'die blumen blühen und der vogel singt sein lied', 'das gras wird grüner und die bäume sind kahl', 'der sommer naht heran mit all seinem glanz', 'die welt erwacht zu neuem leben', 'die natur ist voller farbe und freude', 'doch dann schweift mein blick in die ferne hinaus', 'was bleiben wird nur eine erinnerung an den frühling']","['hell', 'lied', 'kahl', 'glanz', 'leben', 'freude', 'hinaus', 'frühling']","['a', 'b', 'c', 'd', 'e', 'a', 'd', 'a']",0.625
506,GPT3_goethe_davinci_3_04.txt,"['der mondschein der durch die nacht erglüht', 'die sterne funkeln hell und klar', 'der wind ist still und die welt verschwiegt', 'es liegt eine tiefe stille hier', 'doch wer sich aufmacht in den wald zu gehn', 'erklingen stimmen leise und schön', 'ein lied von liebe und sehnsucht weht heran', 'und bringt uns hoffnung für morgen neu', 'das leben ist voller glückseligkeiten', 'doch manche tränen muss man auch vergießen', 'die seele sucht nach dem sinn des daseins es gibt so vieles was uns bewegt', 'so lauscht dem ruf des schicksals immerdar', 'erfahr es selbst du findest deinen weg']","['erglüht', 'klar', 'verschwiegt', 'hier', 'gehn', 'schön', 'heran', 'neu', 'glückseligkeiten', 'vergießen', 'bewegt', 'immerdar', 'weg']","['a', 'b', 'c', 'd', 'e', 'e', 'f', 'g', 'e', 'e', 'c', 'b', 'h']",0.6153846153846154
507,GPT3_goethe_davinci_3_04.txt,"['der mond erhebt sich über dem land', 'ein heller schein überall', 'das licht der nacht wird nie verwehn', 'es ist ewig und unendlich schön', 'die sterne leuchten so hell und klar', 'sie sind die wächter in der nacht', 'sie schenken uns den mut zu träumen', 'dass alles gut wird im morgenlicht', 'doch auch die dunkelheit hat ihren reiz', 'es weckt in uns gefühle tief und heimlich still', 'und manches mal vergessen wir den tag', 'in dieser stille für einen augenblick so ganz allein']","['land', 'überall', 'verwehn', 'schön', 'klar', 'nacht', 'träumen', 'morgenlicht', 'reiz', 'still', 'tag', 'allein']","['a', 'b', 'a', 'c', 'd', 'e', 'c', 'e', 'a', 'b', 'd', 'a']",0.4166666666666667
508,GPT3_goethe_davinci_3_04.txt,"['der frühling kommt die welt erwacht', 'die blumen blühn und jeder lacht', 'der tag ist hell und warm dazu', 'und alles freut sich neuer ruh', 'die vögel singen in den bäumen', 'es wird so schön im ganzen land', 'das gras ist grün und frisch dazu', 'es hat uns alle viel freude zu', 'doch niemand weiß was morgen bringt', 'es kann ein tag auch mal verging n', 'doch heute leben wir noch hier', 'der frühling ist der schönste zeit']","['erwacht', 'lacht', 'dazu', 'ruh', 'bäumen', 'land', 'dazu', 'zu', 'bringt', 'n', 'hier', 'zeit']","['a', 'a', 'b', 'c', 'd', 'e', 'b', 'b', 'f', 'd', 'g', 'h']",0.6666666666666666
509,GPT3_goethe_davinci_3_04.txt,"['ich bin ein teil der natur', 'die meine seele erfüllt', 'ein blick in den himmel ich fühl mich so leicht und frei', 'die welt ist voller schönheit und wonne für mich', 'das lächeln auf meinem gesicht es wird nie vergehn', 'meine träume sind die grundlage des glaubens an das leben', 'die kraft der liebe ist unendlich tief', 'sie gibt mir mut und hoffnung jeden tag neu', 'der weg zum glück ist oft schwer zu finden doch geh ihn', 'denn am ende kommst du immer wieder heim ins paradies']","['natur', 'erfüllt', 'frei', 'mich', 'vergehn', 'leben', 'tief', 'neu', 'ihn', 'paradies']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'e', 'g']",0.8
510,GPT3_goethe_davinci_3_04.txt,"['der tag er ist so schön und hell', 'von sonne überflutet die welt zu verzaubern', 'die nacht kommt schnell und bringt den nebel mit sich', 'und lässt uns in der dunkelheit verschwimmen', 'doch wenn die morgendämmerung naht erwacht das leben neu', 'dann wird es heller als jemals zuvor', 'wir spüren freude und glück in unserem herzen bei dem anblick des lichts', 'es ist ein geschenk des himmels für uns alle hier auf erden']","['hell', 'verzaubern', 'sich', 'verschwimmen', 'neu', 'zuvor', 'lichts', 'erden']","['a', 'b', 'c', 'd', 'e', 'f', 'c', 'd']",0.75
511,GPT3_goethe_davinci_3_04.txt,"['der frühling kommt und alles blüht', 'die sonne lacht die welt erfreut', 'es wird so viel schönheit hier geben', 'geliebte freunde sind willkommen', 'die bäume stehen in vollster pracht', 'von blumen überall umgeben', 'das gras ist grün und das licht ist hell', 'ein tag der freude für jeden selbstverständlich', 'der wind weht sanft durch die bäume hinweg', 'er bringt uns neues glück herein', 'es gibt nichts schöneres als den frühling zu sehn', 'unendliche freud im herzen alleine']","['blüht', 'erfreut', 'geben', 'willkommen', 'pracht', 'umgeben', 'hell', 'selbstverständlich', 'hinweg', 'herein', 'sehn', 'alleine']","['a', 'b', 'c', 'c', 'a', 'c', 'd', 'e', 'f', 'g', 'h', 'g']",0.6666666666666666
512,GPT3_goethe_davinci_3_04.txt,"['der wind weht die blätter fallen', 'die erde wird immer kälter', 'die nacht ist schwarz und still', 'das licht der sterne kaum zu sehen', 'doch mein herz hat hoffnung für morgen', 'es will nicht aufgeben und verzweifeln', 'es tröstet mich in dunkler stunde', 'gib nie auf alles wird sich wandeln']","['fallen', 'kälter', 'still', 'sehen', 'morgen', 'verzweifeln', 'stunde', 'wandeln']","['a', 'b', 'c', 'a', 'a', 'd', 'd', 'd']",0.5
513,GPT3_goethe_davinci_3_04.txt,"['verlorene liebe die nie gefunden', 'das herz ist schwer und traurig verbunden', 'es gibt keine hoffnung mehr in der welt', 'nur ein gefühl des verlustes und schmerz', 'die sehnsucht nach dem geliebten wesen', 'der kummer über das was war gewesen', 'nichts kann die trauer lindern oder heil n', 'und doch bleibst du im herzen bei mir steh n', 'du bist fortgegangen ohne abschiedsruf', 'und hast mich allein zurückgelass n hier auf erd', 'die erinnerung an dich ist noch so lebendig', 'ich sehe dein gesicht vor meinem inn rem auge schwebend']","['gefunden', 'verbunden', 'welt', 'schmerz', 'wesen', 'gewesen', 'n', 'n', 'abschiedsruf', 'erd', 'lebendig', 'schwebend']","['a', 'a', 'b', 'c', 'd', 'd', 'e', 'e', 'f', 'g', 'h', 'i']",0.75
514,GPT3_goethe_davinci_3_04.txt,"['ich wandle durch die welt', 'so viele dinge seh ich hier', 'die sonne scheint am himmel hell', 'die wälder grün und weit', 'der wind erzählt mir manche geschichte', 'von all den abenteuern in der ferne', 'und jeder tag ist wieder neu', 'ein neues glück zu finden meine bestreben', 'doch auch im leid bin still und stumm', 'denn es geht vorbei mit einem schlag', 'das licht der liebe leuchtet warm', 'so wird sie mich begleiten immerdar']","['welt', 'hier', 'hell', 'weit', 'geschichte', 'ferne', 'neu', 'bestreben', 'stumm', 'schlag', 'warm', 'immerdar']","['a', 'b', 'a', 'a', 'c', 'd', 'e', 'f', 'g', 'g', 'g', 'g']",0.5833333333333334
515,GPT3_goethe_davinci_3_04.txt,"['der mond ist aufgegangen', 'die schönen kinder stehn', 'sie lauschen der melodie', 'die sich so sanft erhebt', 'die nachtigall singt lauter und lauter', 'der wald erzählt seine geschichten', 'doch die kinder hören nicht zu', 'denn sie träumen von einer besseren welt', 'sie denken an das glück und die freiheit in ihrem herzen', 'an liebe und geborgenheit inmitten des sternenhimmels', 'und als der tag anbricht mit seinem hellen licht', 'gehen die kinder fort ins neue leben']","['aufgegangen', 'stehn', 'melodie', 'erhebt', 'lauter', 'geschichten', 'zu', 'welt', 'herzen', 'sternenhimmels', 'licht', 'leben']","['a', 'b', 'c', 'd', 'e', 'a', 'f', 'g', 'a', 'g', 'h', 'a']",0.6666666666666666
516,GPT3_goethe_davinci_3_04.txt,"['verlorene sehnsucht', 'der tag ist vorüber die nacht erwacht', 'doch meine seele bleibt allein zurück', 'ihr glanz verschwindet in der dunkelheit', 'meine sehnsucht verloren und ohne licht', 'es schmerzt mich tief in meinem herzen', 'dass niemand da ist um es zu erhellen', 'in stiller einsamkeit gehe ich durch die zeiten hindurch', 'und suche nach einem weg aus dem dunkel heraus', 'mein herz sehnt sich danach jemanden zu finden', 'doch alles was mir bleibst sind trauer und leid', 'die hoffnung schwindet mit jedem tag weiter fort', 'meine seele leidet unter dieser qual so sehr', 'ich würde gerne wieder lachen können', 'doch stattdessen trägt es nur noch schmerz im herzen herum']","['sehnsucht', 'erwacht', 'zurück', 'dunkelheit', 'licht', 'herzen', 'erhellen', 'hindurch', 'heraus', 'finden', 'leid', 'fort', 'sehr', 'können', 'herum']","['a', 'a', 'b', 'c', 'a', 'd', 'd', 'e', 'f', 'd', 'c', 'f', 'g', 'd', 'h']",0.5333333333333333
517,GPT3_goethe_davinci_3_04.txt,"['der frühling ist erwacht', 'die blumen blühen auf', 'die sonne lacht und wärmt', 'das gras ist saftig grün', 'der wind weht milde brisen', 'der himmel strahlt in blau', 'es duftet nach frischem laub', 'und die vögel singen schon', 'durch den wald ziehn schmetterlinge', 'dazu ein buntes spiel', 'die welt scheint neu geboren', 'es ist der frühlingszauber']","['erwacht', 'auf', 'wärmt', 'grün', 'brisen', 'blau', 'laub', 'schon', 'schmetterlinge', 'spiel', 'geboren', 'frühlingszauber']","['a', 'b', 'c', 'd', 'e', 'f', 'f', 'g', 'h', 'i', 'e', 'b']",0.75
518,GPT3_goethe_davinci_3_04.txt,"['verwehter wind du wehst so leise', 'durch die bäume und das gras', 'du erzählst mir eine geschichte', 'von der welt und von dem glück', 'doch wie schnell es kommen mag', 'und wieder gehen muss zu schnell', 'der tag ist schon bald vorbei', 'der abend naht mit großem eil', 'doch mein herz bleibt hier bei dir stehn', 'und lässt dich niemals allein']","['leise', 'gras', 'geschichte', 'glück', 'mag', 'schnell', 'vorbei', 'eil', 'stehn', 'allein']","['a', 'b', 'a', 'c', 'd', 'a', 'e', 'a', 'f', 'e']",0.6
519,GPT3_goethe_davinci_3_04.txt,"['verwehter wind du wehst so kalt und scharf', 'du hast mein herz in tiefer traurigkeit geschliffen', 'doch wie ein licht im dunkeln bist du mir aufgefahren', 'das mich von all dem kummer befreit und neu ergriffen', 'verwehter wind deine stimme ist so sanft und milde', 'sie tröstet mich in meiner einsamkeit', 'ihr hauch lässt die seele sich erheben wieder wilde', 'er macht den schmerz vergessen das ist seine pflicht', 'verwehter wind du bringst mir hoffnung ins gemüte', 'du schenkest mir einen neuen tag voll freude', 'die sonne scheint nun warm auf uns herab vom himmelblauete', 'und alle sorgen ziehn hinter uns her fort mit leide']","['scharf', 'geschliffen', 'aufgefahren', 'ergriffen', 'milde', 'einsamkeit', 'wilde', 'pflicht', 'gemüte', 'freude', 'himmelblauete', 'leide']","['a', 'b', 'b', 'b', 'c', 'd', 'c', 'e', 'f', 'g', 'f', 'g']",0.5833333333333334
520,GPT3_goethe_davinci_3_04.txt,"['zwei seelen wohnen ach in meiner brust', 'die eine will sich nicht beugen und bezwingen', 'sie fühlt die freiheit als ihr höchstes gut', 'und schlägt den weg des lebens ohne sorg', 'doch die andere seele ist voller reue', 'sie weint um jeden tag der einsamkeit', 'das glück hat sie verlassen und entzweit', 'und trauer trägt das herz in seinem schoß', 'so leben zwei seel n stets im widerstreit', 'die eine will fliehen und erkennet nicht', 'die andere sucht trost in tränenflut', 'doch keine kann dem anderen je vertrau n']","['brust', 'bezwingen', 'gut', 'sorg', 'reue', 'einsamkeit', 'entzweit', 'schoß', 'widerstreit', 'nicht', 'tränenflut', 'n']","['a', 'b', 'c', 'd', 'b', 'e', 'e', 'a', 'e', 'f', 'c', 'b']",0.5
521,GPT3_goethe_davinci_3_04.txt,"['verweht ist die zeit verblasst der glanz', 'doch mein herz bleibt hier und schlägt noch ganz', 'die liebe wird nie vergehen ich weiß es genau', 'sie ist das einzige was uns stets verbindet auf dieser welt so grau', 'wo sind die tage voller freude', 'wo sind all jene momente', 'ich erinnere mich an jedes lied und jeden tanz', 'doch jetzt bin ich allein in einer welt voll leid', 'dennoch hoffe und glaube an eine neue zeit', 'meine seele will nicht sterben sie lebt weiterhin', 'und meine hoffnungen flüstern mir ins ohr du bist nicht allein']","['glanz', 'ganz', 'genau', 'grau', 'freude', 'momente', 'tanz', 'leid', 'zeit', 'weiterhin', 'allein']","['a', 'a', 'b', 'b', 'c', 'c', 'a', 'd', 'd', 'd', 'd']",0.36363636363636365
522,GPT3_goethe_davinci_3_04.txt,"['verwehte träume die sich nie erfüllen', 'in meinem herzen schlummern sie still', 'doch seh ich in der ferne ein licht leuchten', 'das mir hoffnung schenkt und mut willigt', 'es flüstert mir zu du wirst es schaffen', 'und gibt mir kraft auf meinem weg', 'ich folge ihm mit neuer zuversicht', 'und lasse mich von ihm tragen weit', 'der weg ist steinig und voller gefahren', 'doch das licht bleibt stets an meiner seite', 'es führt mich durch schatten und dunkelheit', 'und hilft mir bei jedem schritt voranzugehen']","['erfüllen', 'still', 'leuchten', 'willigt', 'schaffen', 'weg', 'zuversicht', 'weit', 'gefahren', 'seite', 'dunkelheit', 'voranzugehen']","['a', 'b', 'a', 'c', 'a', 'd', 'c', 'e', 'a', 'f', 'e', 'a']",0.5
523,GPT3_goethe_davinci_3_04.txt,"['der mond ist aufgegangen', 'die gold nen sternlein prangen', 'am himmel hell und klar', 'der wald steht schwarz und schweiget', 'und aus den wiesen steiget', 'der weiße nebel wunderbar', 'die nacht hat ihren schleier breitet', 'es ruhen wald und flur so leise', 'die vöglein schlafen sorglos ein', 'kein lüftchen regt sich leise', 'doch meine seele ist erwacht', 'sie fühlt die liebe in der nacht', 'es zieht mich fort ins ferne land', 'mein herz will nicht mehr hier verweilen']","['aufgegangen', 'prangen', 'klar', 'schweiget', 'steiget', 'wunderbar', 'breitet', 'leise', 'ein', 'leise', 'erwacht', 'nacht', 'land', 'verweilen']","['a', 'a', 'b', 'c', 'c', 'b', 'c', 'd', 'a', 'd', 'e', 'e', 'f', 'a']",0.42857142857142855
524,GPT3_goethe_davinci_3_04.txt,"['das glück das uns erfreut', 'es ist so schnell verweht', 'doch wer es auch versäumt', 'gleichwohl es nicht bekam', 'er hat noch immer zeit', 'für ein neues lebenszeit', 'verloren ist die hoffnung nie', 'sie kann zurückkehren stets', 'es liegt an jedem selbst', 'die kraft der seele mehr als alles andre hilft']","['erfreut', 'verweht', 'versäumt', 'bekam', 'zeit', 'lebenszeit', 'nie', 'stets', 'selbst', 'hilft']","['a', 'b', 'c', 'c', 'a', 'a', 'd', 'b', 'e', 'e']",0.5
525,GPT3_goethe_davinci_3_04.txt,"['ich liebe die welt wie sie ist', 'doch mein herz schlägt nur für das beste', 'der weg zum glück ist oft verschwist', 'doch liebe macht uns alle feste', 'ein tag voll freude und lachen', 'kann mancherlei sorgen vertreiben', 'denn alles was kommt und geht im leben', 'gibt hoffnung auf ewiges streben', 'so lass uns die zeit genießen', 'immer weiter in den tag hinein', 'denn jeder neue morgen bringet neues sehn n und gib uns mut zu allem was wir beginnen']","['ist', 'beste', 'verschwist', 'feste', 'lachen', 'vertreiben', 'leben', 'streben', 'genießen', 'hinein', 'beginnen']","['a', 'b', 'a', 'b', 'c', 'c', 'c', 'c', 'c', 'c', 'c']",0.2727272727272727
526,GPT3_goethe_davinci_3_04.txt,"['der frühling ist gekommen', 'die sonne wärmt mein gesicht', 'meine seele fühlt sich befreit', 'in der natur bin ich zu haus', 'es riecht nach blumen und gras', 'ich atme die frische luft ein', 'durch den wald geht mein weg', 'vorbei an bächen und teichen', 'die vögel singen ihr lied so schön', 'und die welt ist voll von frieden', 'der tag vergeht viel zu schnell', 'das glück liegt in jedem moment begraben']","['gekommen', 'gesicht', 'befreit', 'haus', 'gras', 'ein', 'weg', 'teichen', 'schön', 'frieden', 'schnell', 'begraben']","['a', 'b', 'c', 'd', 'd', 'e', 'f', 'a', 'e', 'a', 'g', 'a']",0.5833333333333334
527,GPT3_goethe_davinci_3_04.txt,"['ich bin ein teil der natur', 'die mich umgibt und nicht mehr', 'sie ist die quelle meiner kraft', 'die mich erfüllt mit großer freude', 'die wälder sind voller pracht', 'der fluss fließt in seinem lauf', 'der tag bringt mir neue hoffnungen', 'denn er ist voll von schönheit und glanz', 'doch auch im dunkel der nacht', 'finde ich trost in den sternenlicht', 'es gib ja noch soviel zu entdecken hier auf erd', 'das leben hat soviel zu bieten uns']","['natur', 'mehr', 'kraft', 'freude', 'pracht', 'lauf', 'hoffnungen', 'glanz', 'nacht', 'sternenlicht', 'erd', 'uns']","['a', 'b', 'c', 'd', 'c', 'e', 'f', 'g', 'c', 'c', 'b', 'g']",0.5833333333333334
528,GPT3_goethe_davinci_3_04.txt,"['der abend kommt die sonne geht', 'es ist zeit zu ruhn und zu beten', 'die nacht schickt uns ihren segen', 'sie bringt uns frieden und erholung', 'in den sternen sehen wir ein licht', 'das uns in der dunkelheit erfreut', 'wir danken gott für jeden tag', 'der so viel gutes hat bescherrt', 'doch auch sorg und kummer sind da', 'sie machen unser leben nicht leichter', 'wir müssen hoffnungsvoll weitergehn', 'uns mut machen für morgen s weg']","['geht', 'beten', 'segen', 'erholung', 'licht', 'erfreut', 'tag', 'bescherrt', 'da', 'leichter', 'weitergehn', 'weg']","['a', 'b', 'b', 'c', 'a', 'd', 'e', 'e', 'e', 'e', 'f', 'g']",0.5833333333333334
529,GPT3_goethe_davinci_3_04.txt,"['der frühling er ist da die blumen sind wieder da', 'sie leuchten in allen farben und machen uns froh', 'die welt ist voller lebensfreude und glanz', 'der winter hat uns verlassen mit seinem kälte glanz', 'das gras grünt im sonnenschein und die vögel singen laut', 'die bäume stehen im winde so stolz auf ihr laub', 'es gibt neue hoffnung für alle menschen hier auf erd', 'denn der frühling hat einkehr gehalten in unser lebenwerk']","['da', 'froh', 'glanz', 'glanz', 'laut', 'laub', 'erd', 'lebenwerk']","['a', 'b', 'c', 'c', 'd', 'd', 'e', 'a']",0.625
530,GPT3_goethe_davinci_3_04.txt,"['die welt ist voller schönheit', 'doch nur wenige sehn sie', 'es liegt in unsrer hand', 'sie zu erkennen und zu verstehn', 'verborgene gedanken und gefühle', 'können uns das leben bereichern', 'wir müssen nur offnen die augen', 'um alles was schön ist zu sehen']","['schönheit', 'sie', 'hand', 'verstehn', 'gefühle', 'bereichern', 'augen', 'sehen']","['a', 'b', 'a', 'c', 'd', 'e', 'c', 'c']",0.625
531,GPT3_goethe_davinci_3_04.txt,"['nun ist es zeit die welt zu sehn', 'die schönheit der natur zu erkennen', 'das licht des mondes und des sterns', 'der tag und die nacht sind nie fern', 'es gibt so viel in dieser welt zu entdecken', 'doch man muss den mut haben weiterzugehen', 'so wird uns ein neuer weg eröffnet sein', 'eine neue reise beginnt nun hier allein', 'wir schauen auf das tal und den berg hinaus', 'die sonne geht unter im goldenen glanz', 'der wind streichelt sanft unsere wang n', 'es ist an der zeit loszuzieh n']","['sehn', 'erkennen', 'sterns', 'fern', 'entdecken', 'weiterzugehen', 'sein', 'allein', 'hinaus', 'glanz', 'n', 'n']","['a', 'b', 'c', 'c', 'b', 'b', 'a', 'a', 'c', 'c', 'd', 'd']",0.3333333333333333
532,GPT3_goethe_davinci_3_04.txt,"['heute ist es zeit die welt zu sehn', 'die schönheit der natur soll uns begeistern', 'das grün des waldes und das blau des sees', 'es wird uns ewig in erinnerung bleiben', 'der tag beginnt mit sonnenstrahlen hell', 'sie erwärmen unsere herzen aufs neue', 'wir schauen hin und sind ganz still', 'unser glück kann niemand mehr rauben', 'doch bald muss jeder abschied nehmen', 'so mancher traum wird unerfüllt bleiben', 'doch was immer auch geschieht die liebe ist stets da für dich alleine']","['sehn', 'begeistern', 'sees', 'bleiben', 'hell', 'neue', 'still', 'rauben', 'nehmen', 'bleiben', 'alleine']","['a', 'b', 'c', 'a', 'd', 'e', 'd', 'a', 'a', 'a', 'a']",0.45454545454545453
533,GPT3_goethe_davinci_3_04.txt,"['verwehter wind der mich umschwebt', 'erzähl mir von den alten zeiten', 'von liebe und glück und sehnsucht schwer', 'von freud und leid in jedem schmerz', 'erinnere mich an mein verlangen', 'an die hoffnung auf ein neues morgen', 'an träume voller wunderbares', 'an eine welt ohne gefahr', 'verwehender wind wie du so schnell vergeht', 'bring uns mut für den nächsten tag', 'erfüll uns mit kraft für das was kommt', 'gib uns hoffnung auf bessere zeiten']","['umschwebt', 'zeiten', 'schwer', 'schmerz', 'verlangen', 'morgen', 'wunderbares', 'gefahr', 'vergeht', 'tag', 'kommt', 'zeiten']","['a', 'b', 'c', 'd', 'b', 'b', 'd', 'd', 'a', 'd', 'e', 'b']",0.4166666666666667
534,GPT3_goethe_davinci_3_04.txt,"['der frühling kommt die blumen blühn', 'die sonne lacht und alles glänzt', 'das leben wird aus eis erwacht', 'und jeder tag ist neu geschenkt', 'es kehrt das licht in unsre herzen ein', 'und alle sorgen sind verweht', 'unsre seele nimmt fröhlich sein', 'wir fühlen uns so unbeschwert', 'doch bald schon muss der sommer gehn', 'der herbst bringet kälte mit sich her doch jeden tag den wir begehn erfreut uns mehr als je zuvor']","['blühn', 'glänzt', 'erwacht', 'geschenkt', 'ein', 'verweht', 'sein', 'unbeschwert', 'gehn', 'zuvor']","['a', 'b', 'c', 'b', 'd', 'c', 'd', 'e', 'a', 'f']",0.6
535,GPT3_goethe_davinci_3_04.txt,"['ich schaue auf die welt und sehe', 'was sie uns gibt und was sie meint', 'es ist ein tag voller freude', 'ein tag voller glückseligkeit', 'doch wenn der abend kommt und die sonne geht unter', 'dann erkenne ich das leben in seiner ganzen pracht', 'wir müssen nur an unsere träume glauben', 'um den weg zu finden für jeden schritt', 'denn wer immer weitergeht ohne zu verweilen', 'der kann am ende alles erreichen', 'und so wandere ich weiter durchs land mit mut und kraft', 'denn es liegt in meiner hand alle hindernisse zu überwinden', 'und obwohl manches mal gefahren lauern auf dem weg', 'ich halte fest an meinen zielen fest bis ans ende des tages']","['sehe', 'meint', 'freude', 'glückseligkeit', 'unter', 'pracht', 'glauben', 'schritt', 'verweilen', 'erreichen', 'kraft', 'überwinden', 'weg', 'tages']","['a', 'b', 'a', 'c', 'd', 'e', 'f', 'g', 'f', 'f', 'e', 'f', 'c', 'h']",0.5714285714285714
536,GPT3_goethe_davinci_3_04.txt,"['der frühling kommt die blumen blühn', 'die sonne lacht und wärmt uns durch', 'das leben erwacht in jedem stein', 'geschichten erzähln die bäume im wind', 'nun ist es zeit für neues glück', 'wir schauen nach vorn und machen uns auf den weg', 'aus dem winter schlagen wir ein tor', 'ein neuer tag beginnt eine reise ins unbekannte', 'lass uns gemeinsam gehen und träumen vom meer', 'wir finden unser glück im frühlingswind']","['blühn', 'durch', 'stein', 'wind', 'glück', 'weg', 'tor', 'unbekannte', 'meer', 'frühlingswind']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'd']",0.9
537,GPT3_goethe_davinci_3_04.txt,"['der mond er leuchtet hell und klar', 'die sterne funkeln in der nacht', 'es ist ein anblick so wunderbar', 'in dem sich jeder freut und lacht', 'doch nur einer hat es schon geseh n', 'der himmel voller pracht und glanz', 'und das war goethe mit seinem geisteswehn', 'so wie immer auf den weg zum tanz']","['klar', 'nacht', 'wunderbar', 'lacht', 'n', 'glanz', 'geisteswehn', 'tanz']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']",0.5
538,GPT3_goethe_davinci_3_04.txt,"['der tag erwacht die sonne scheint', 'das glück ist hier und auch dort zu finden', 'es kann uns schön begleiten', 'ein jeder tag soll uns erfreun', 'doch manche nacht ist voller sorgen', 'die gedanken sind immer noch verborgen', 'sie wollen nicht verschwinden fort', 'wir müsssen ihn bekämpfen mit wort', 'du musst deine ängste überwind n', 'und mut zeig n in jeder zeit', 'denn nur so kommst du weiterhin', 'es gibt kein zurück mehr für dich allein']","['scheint', 'finden', 'begleiten', 'erfreun', 'sorgen', 'verborgen', 'fort', 'wort', 'n', 'zeit', 'weiterhin', 'allein']","['a', 'b', 'b', 'a', 'c', 'c', 'd', 'd', 'a', 'a', 'a', 'a']",0.3333333333333333
539,GPT3_goethe_davinci_3_04.txt,"['verwehter wind der meine seele trifft', 'die sehnsucht nach dem glück erneut entfacht', 'doch die welt ist voller sorgen und leid', 'das schicksal lässt mich nicht zur ruhe weiden', 'die hoffnung auf ein besseres morgen schwindet schnell dahin', 'mein herz ist voller trauer und verzweiflung so fern', 'doch in den dunklen tiefen meines herzens glimmt noch ein licht', 'denn es gibt immer noch etwas gutes in dieser welt', 'der mut wird mir neu geschenkt an jedem tag', 'die kraft wird stärker als je zuvor sein', 'und so gehe ich mit zuversicht ins neue jahr hinein', 'die hoffnung bleibt bestehen ungebrochen']","['trifft', 'entfacht', 'leid', 'weiden', 'dahin', 'fern', 'licht', 'welt', 'tag', 'sein', 'hinein', 'ungebrochen']","['a', 'b', 'c', 'd', 'c', 'e', 'b', 'a', 'f', 'c', 'c', 'd']",0.5
